game,home_team,away_team,home_sp,away_sp,home_sp_flag,away_sp_flag,home_sp_xwoba,away_sp_xwoba,temp_f,mc_rl,xgb_rl,blended_rl,mc_home_win,mc_home_cvr25,mc_away_cvr25,home_runs_mean,away_runs_mean,home_runs_lo,home_runs_hi,away_runs_lo,away_runs_hi,mc_total,blended_total,vegas_ml_home,vegas_ml_away,vegas_total,rl_odds,alt_home_25_odds,alt_away_25_odds,vegas_implied,best_line,best_model_prob,best_raw_model,best_market_implied,best_market_odds,best_edge,best_tier,best_tier_capped,market_deviation,lock_tier,lock_dollars,lock_edge,lock_p_model,lock_p_true,lock_retail_implied,lock_sanity_pass,lock_odds_floor_pass,lock_edge_pass,xgb_rl_raw,ensemble_min,ensemble_max,model_spread,p_std,variance_gate,p_std_away,variance_gate_away,away_lock_tier,away_lock_dollars,away_lock_edge,away_lock_p_model,away_lock_p_true,away_lock_retail_implied,away_lock_sanity_pass,away_lock_odds_floor_pass,away_lock_edge_pass,ml_lock_tier,ml_lock_dollars,ml_lock_edge,ml_lock_p_model,ml_lock_p_true,ml_lock_retail_implied,ml_lock_sanity_pass,ml_lock_edge_pass,ou_lock_tier,ou_lock_dollars,ou_lock_edge,ou_direction,ou_posted_line,ou_p_model,ou_p_true,ou_p_retail,ou_lock_sanity_pass,ou_lock_edge_pass,mc_over_prob,p_true_over,p_true_under,retail_implied_over,retail_implied_under,mc_total_lo,mc_total_hi,total_floor_10th,total_ceiling_90th,total_variance_spread,home_k_line,home_k_model_over,home_k_implied_over,home_k_edge,home_k_over_odds,home_k_under_odds,away_k_line,away_k_model_over,away_k_implied_over,away_k_edge,away_k_over_odds,away_k_under_odds,rl_signal,total_signal,lineup_confirmed,game_time_et,home_lineup_wrc,away_lineup_wrc,mc_f5_home_runs,mc_f5_away_runs,mc_f5_total,mc_f5_home_win_prob,mc_f5_home_covers_rl,mc_nrfi_prob,mc_p_home_scores_f1,mc_p_away_scores_f1,mc_f1_home_runs,mc_f1_away_runs,mc_home_sp_k_mean,mc_away_sp_k_mean,mc_home_sp_k_over_35,mc_home_sp_k_over_45,mc_home_sp_k_over_55,mc_home_sp_k_over_65,mc_away_sp_k_over_35,mc_away_sp_k_over_45,mc_away_sp_k_over_55,mc_away_sp_k_over_65,mc_f5_home_runs_lo,mc_f5_home_runs_hi,mc_f5_away_runs_lo,mc_f5_away_runs_hi,mc_f5_total_lo,mc_f5_total_hi,batter_props
KC @ NYY,NYY,KC,CAM SCHLITTLER,MICHAEL WACHA,NORMAL,NORMAL,0.2041,0.3124,72.0,0.582,0.475,0.539,0.686,0.478,0.522,5.7,2.9,3,8,1,4,8.52,8.66,-181,149,8.0,119,,,0.644,RL -1.5 (home),0.539,0.539,0.457,119.0,0.0824,**,False,0.082,,,,0.58,0.445229,0.436917,False,False,False,0.5771,0.5771,0.7627,0.1856,0.0274,True,0.0276,True,,,,0.42,0.554771,0.563083,False,False,False,1.0,20.47,0.0427,0.6587,0.620485,0.615958,True,True,,,,OVER,8.0,0.4261,0.486239,0.489166,False,False,0.4261,0.486239,0.513761,0.489166,0.510834,5,11,4.37,14.45,10.08,5.5,0.5739,0.5717,0.0022,-158.0,118.0,4.5,0.6226,0.4858,0.1368,-102.0,-130.0,,,True,7:05 pm ET,130.2,94.6,2.88,1.05,3.93,0.7514,0.5498,0.4568,0.4387,0.1862,0.57,0.206,6.6,5.85,0.8093,0.696,0.5739,0.4552,0.7525,0.6226,0.4938,0.3736,2,4,0,2,3,5,"[{'player': 'Maikel Garcia', 'side': 'away', 'team': 'KC', 'pos': 1, 'hit_prob': 0.753, 'hr_prob': 0.143, 'pa_season': 79, 'avg': 0.299, 'hr_season': 2}, {'player': 'Amed Rosario', 'side': 'home', 'team': 'NYY', 'pos': 6, 'hit_prob': 0.738, 'hr_prob': 0.155, 'pa_season': 33, 'avg': 0.327, 'hr_season': 2}, {'player': 'Bobby Witt Jr.', 'side': 'away', 'team': 'KC', 'pos': 2, 'hit_prob': 0.735, 'hr_prob': 0.103, 'pa_season': 78, 'avg': 0.299, 'hr_season': 0}, {'player': 'Aaron Judge', 'side': 'home', 'team': 'NYY', 'pos': 2, 'hit_prob': 0.733, 'hr_prob': 0.261, 'pa_season': 78, 'avg': 0.276, 'hr_season': 7}, {'player': 'Ben Rice', 'side': 'home', 'team': 'NYY', 'pos': 5, 'hit_prob': 0.702, 'hr_prob': 0.188, 'pa_season': 66, 'avg': 0.291, 'hr_season': 4}, {'player': 'Trent Grisham', 'side': 'home', 'team': 'NYY', 'pos': 1, 'hit_prob': 0.697, 'hr_prob': 0.171, 'pa_season': 68, 'avg': 0.24, 'hr_season': 2}, {'player': 'Giancarlo Stanton', 'side': 'home', 'team': 'NYY', 'pos': 4, 'hit_prob': 0.661, 'hr_prob': 0.131, 'pa_season': 68, 'avg': 0.254, 'hr_season': 1}, {'player': 'Cody Bellinger', 'side': 'home', 'team': 'NYY', 'pos': 3, 'hit_prob': 0.653, 'hr_prob': 0.129, 'pa_season': 74, 'avg': 0.232, 'hr_season': 1}, {'player': 'Carter Jensen', 'side': 'away', 'team': 'KC', 'pos': 5, 'hit_prob': 0.525, 'hr_prob': 0.167, 'pa_season': 53, 'avg': 0.21, 'hr_season': 4}, {'player': 'Michael Massey', 'side': 'away', 'team': 'KC', 'pos': 8, 'hit_prob': nan, 'hr_prob': nan, 'pa_season': 13, 'avg': 0.214, 'hr_season': 0}]"
ATL @ PHI,PHI,ATL,TAIJUAN WALKER,MARTÍN PÉREZ,NORMAL,NORMAL,0.352,0.3413,72.0,0.299,0.306,0.302,0.388,0.226,0.774,4.5,5.3,2,6,3,7,9.81,9.54,-113,-107,9.5,-180,,,0.531,RL +1.5 (home),0.698,0.698,0.643,-180.0,0.0552,*,False,0.055,,,,0.2982,0.597102,0.614537,False,False,False,0.4569,0.4569,0.5502,0.0933,0.0131,True,0.0133,True,,,,0.7018,0.402898,0.385463,False,False,False,,,-0.0259,0.4806,0.483579,0.506496,True,False,1.0,13.3,0.0332,UNDER,9.5,0.4494,0.516052,0.517364,True,True,0.4494,0.483948,0.516052,0.482636,0.517364,6,13,4.45,15.56,11.1,3.5,0.6322,0.4265,0.2057,124.0,-166.0,,,,,,,AWAY +1.5 **,,True,6:40 pm ET,112.0,110.2,2.95,3.17,6.11,0.3824,0.24,0.2867,0.4579,0.4712,0.612,0.639,4.72,2.62,0.6322,0.4798,0.3416,0.2316,0.2778,0.1495,0.0745,0.0357,2,4,2,4,4,8,"[{'player': 'Dominic Smith', 'side': 'away', 'team': 'ATL', 'pos': 7, 'hit_prob': 0.788, 'hr_prob': 0.144, 'pa_season': 45, 'avg': 0.366, 'hr_season': 3}, {'player': 'Drake Baldwin', 'side': 'away', 'team': 'ATL', 'pos': 2, 'hit_prob': 0.775, 'hr_prob': 0.191, 'pa_season': 86, 'avg': 0.295, 'hr_season': 5}, {'player': 'Ronald Acuña Jr.', 'side': 'away', 'team': 'ATL', 'pos': 1, 'hit_prob': 0.767, 'hr_prob': 0.13, 'pa_season': 85, 'avg': 0.279, 'hr_season': 1}, {'player': 'Bryce Harper', 'side': 'home', 'team': 'PHI', 'pos': 3, 'hit_prob': 0.755, 'hr_prob': 0.189, 'pa_season': 76, 'avg': 0.282, 'hr_season': 4}, {'player': 'Trea Turner', 'side': 'home', 'team': 'PHI', 'pos': 1, 'hit_prob': 0.709, 'hr_prob': 0.145, 'pa_season': 78, 'avg': 0.236, 'hr_season': 2}, {'player': 'Matt Olson', 'side': 'away', 'team': 'ATL', 'pos': 3, 'hit_prob': 0.678, 'hr_prob': 0.186, 'pa_season': 84, 'avg': 0.247, 'hr_season': 5}, {'player': 'Adolis García', 'side': 'home', 'team': 'PHI', 'pos': 4, 'hit_prob': 0.669, 'hr_prob': 0.145, 'pa_season': 73, 'avg': 0.245, 'hr_season': 2}, {'player': 'Kyle Schwarber', 'side': 'home', 'team': 'PHI', 'pos': 2, 'hit_prob': 0.652, 'hr_prob': 0.229, 'pa_season': 79, 'avg': 0.219, 'hr_season': 6}, {'player': 'Edmundo Sosa', 'side': 'home', 'team': 'PHI', 'pos': 5, 'hit_prob': nan, 'hr_prob': nan, 'pa_season': 23, 'avg': 0.294, 'hr_season': 0}, {'player': 'Mauricio Dubón', 'side': 'away', 'team': 'ATL', 'pos': 8, 'hit_prob': 0.668, 'hr_prob': 0.113, 'pa_season': 70, 'avg': 0.285, 'hr_season': 2}, {'player': 'Austin Riley', 'side': 'away', 'team': 'ATL', 'pos': 4, 'hit_prob': 0.66, 'hr_prob': 0.107, 'pa_season': 79, 'avg': 0.243, 'hr_season': 1}, {'player': 'J.T. Realmuto', 'side': 'home', 'team': 'PHI', 'pos': 6, 'hit_prob': 0.659, 'hr_prob': 0.115, 'pa_season': 51, 'avg': 0.26, 'hr_season': 1}, {'player': 'Otto Kemp', 'side': 'home', 'team': 'PHI', 'pos': 9, 'hit_prob': nan, 'hr_prob': nan, 'pa_season': 18, 'avg': 0.186, 'hr_season': 0}]"
DET @ BOS,BOS,DET,RANGER SUAREZ,CASEY MIZE,NORMAL,VOLATILE,0.3089,0.2994,72.0,0.299,0.31,0.303,0.397,0.218,0.782,4.1,4.6,2,6,2,6,8.78,9.16,-126,104,7.5,163,,,0.558,RL +1.5 (away),0.697,0.697,0.588,-143.0,0.1081,**,False,0.109,,,,0.3058,0.35288,0.363583,False,False,False,0.4602,0.4116,0.5644,0.1528,0.0156,True,0.0155,True,,,,0.6942,0.64712,0.636417,False,False,False,,,-0.0309,0.5012,0.532949,0.53213,True,False,2.0,5.03,0.0267,OVER,7.5,0.5441,0.513761,0.517364,True,True,0.5441,0.513761,0.486239,0.517364,0.482636,5,11,4.77,15.66,10.89,4.5,0.3217,0.5159,-0.1942,-125.0,-106.0,4.5,0.5339,0.5681,-0.0342,-154.0,116.0,AWAY +1.5 **,OVER 7.5,True,7:15 pm ET,100.1,109.1,2.33,2.56,4.89,0.3671,0.2093,0.3755,0.3725,0.4016,0.465,0.512,3.73,5.1,0.4802,0.3217,0.202,0.1219,0.6808,0.5339,0.3962,0.282,1,3,1,4,3,6,"[{'player': 'Kevin McGonigle', 'side': 'away', 'team': 'DET', 'pos': 2, 'hit_prob': 0.784, 'hr_prob': 0.124, 'pa_season': 76, 'avg': 0.297, 'hr_season': 1}, {'player': 'Dillon Dingler', 'side': 'away', 'team': 'DET', 'pos': 4, 'hit_prob': 0.761, 'hr_prob': 0.167, 'pa_season': 57, 'avg': 0.306, 'hr_season': 3}, {'player': 'Gleyber Torres', 'side': 'away', 'team': 'DET', 'pos': 1, 'hit_prob': 0.736, 'hr_prob': 0.122, 'pa_season': 77, 'avg': 0.256, 'hr_season': 1}, {'player': 'Wilyer Abreu', 'side': 'home', 'team': 'BOS', 'pos': 3, 'hit_prob': 0.712, 'hr_prob': 0.181, 'pa_season': 71, 'avg': 0.292, 'hr_season': 3}, {'player': 'Roman Anthony', 'side': 'home', 'team': 'BOS', 'pos': 1, 'hit_prob': 0.711, 'hr_prob': 0.141, 'pa_season': 76, 'avg': 0.271, 'hr_season': 1}, {'player': 'Willson Contreras', 'side': 'home', 'team': 'BOS', 'pos': 2, 'hit_prob': 0.698, 'hr_prob': 0.178, 'pa_season': 72, 'avg': 0.273, 'hr_season': 3}, {'player': 'Connor Wong', 'side': 'home', 'team': 'BOS', 'pos': 9, 'hit_prob': nan, 'hr_prob': nan, 'pa_season': 21, 'avg': 0.249, 'hr_season': 0}, {'player': 'Jahmai Jones', 'side': 'away', 'team': 'DET', 'pos': 3, 'hit_prob': nan, 'hr_prob': nan, 'pa_season': 10, 'avg': 0.156, 'hr_season': 0}, {'player': 'Wenceel Pérez', 'side': 'away', 'team': 'DET', 'pos': 6, 'hit_prob': nan, 'hr_prob': nan, 'pa_season': 12, 'avg': 0.292, 'hr_season': 0}, {'player': 'Javier Báez', 'side': 'away', 'team': 'DET', 'pos': 9, 'hit_prob': 0.682, 'hr_prob': 0.101, 'pa_season': 47, 'avg': 0.301, 'hr_season': 1}]"
SF @ WSH,WSH,SF,ZACK LITTELL,LOGAN WEBB,NORMAL,NORMAL,0.3525,0.3168,72.0,0.272,0.265,0.27,0.359,0.203,0.797,4.5,5.7,2,6,3,8,10.17,10.0,128,-154,8.5,-126,,,0.439,RL +1.5 (home),0.73,0.73,0.558,-126.0,0.173,**,False,0.172,,,,0.2303,0.550869,0.533347,False,False,False,0.4234,0.314,0.4822,0.1682,0.0102,True,0.0103,True,,,,0.7697,0.449131,0.466653,False,False,False,,,-0.0092,0.4106,0.426322,0.419751,True,False,,,,OVER,8.5,0.5618,0.485194,0.489166,False,False,0.5618,0.485194,0.514806,0.489166,0.510834,6,13,4.91,16.04,11.13,3.5,0.3895,0.4295,-0.04,124.0,-166.0,5.5,0.4221,0.4674,-0.0453,108.0,-144.0,AWAY +1.5 **,OVER 8.5,True,6:45 pm ET,94.2,105.2,2.48,3.11,5.59,0.3137,0.1791,0.3259,0.3919,0.464,0.498,0.625,3.21,5.32,0.3895,0.2419,0.1376,0.0741,0.7,0.5593,0.4221,0.3059,1,3,2,4,4,7,"[{'player': 'CJ Abrams', 'side': 'home', 'team': 'WSH', 'pos': 4, 'hit_prob': 0.783, 'hr_prob': 0.161, 'pa_season': 72, 'avg': 0.339, 'hr_season': 6}, {'player': 'Luis Arraez', 'side': 'away', 'team': 'SF', 'pos': 2, 'hit_prob': 0.761, 'hr_prob': 0.105, 'pa_season': 71, 'avg': 0.286, 'hr_season': 0}, {'player': 'Matt Chapman', 'side': 'away', 'team': 'SF', 'pos': 3, 'hit_prob': 0.713, 'hr_prob': 0.111, 'pa_season': 75, 'avg': 0.27, 'hr_season': 1}, {'player': 'James Wood', 'side': 'home', 'team': 'WSH', 'pos': 1, 'hit_prob': 0.709, 'hr_prob': 0.177, 'pa_season': 87, 'avg': 0.258, 'hr_season': 5}, {'player': 'Luis García Jr.', 'side': 'home', 'team': 'WSH', 'pos': 3, 'hit_prob': 0.707, 'hr_prob': 0.109, 'pa_season': 60, 'avg': 0.27, 'hr_season': 1}, {'player': 'Daylen Lile', 'side': 'home', 'team': 'WSH', 'pos': 6, 'hit_prob': 0.698, 'hr_prob': 0.066, 'pa_season': 82, 'avg': 0.303, 'hr_season': 0}, {'player': 'Willy Adames', 'side': 'away', 'team': 'SF', 'pos': 1, 'hit_prob': 0.665, 'hr_prob': 0.167, 'pa_season': 75, 'avg': 0.225, 'hr_season': 3}, {'player': 'Brady House', 'side': 'home', 'team': 'WSH', 'pos': 2, 'hit_prob': 0.65, 'hr_prob': 0.124, 'pa_season': 69, 'avg': 0.232, 'hr_season': 2}, {'player': 'Daniel Susac', 'side': 'away', 'team': 'SF', 'pos': 8, 'hit_prob': nan, 'hr_prob': nan, 'pa_season': 17, 'avg': 0.419, 'hr_season': 0}, {'player': 'Drew Gilbert', 'side': 'away', 'team': 'SF', 'pos': 9, 'hit_prob': nan, 'hr_prob': nan, 'pa_season': 2, 'avg': 0.06, 'hr_season': 0}]"
BAL @ CLE,CLE,BAL,TANNER BIBEE,CHRIS BASSITT,NORMAL,NORMAL,0.3329,0.3684,72.0,0.376,0.38,0.377,0.463,0.296,0.704,5.4,5.2,2,7,2,7,10.52,10.06,-130,108,8.0,153,,,0.565,RL +1.5 (away),0.623,0.623,0.571,-133.0,0.0519,*,False,0.052,,,,0.2888,0.374798,0.378017,False,False,False,0.5118,0.3398,0.6421,0.3023,0.0122,True,0.0122,True,,,,0.7112,0.625202,0.621983,False,False,False,,,-0.0109,0.5295,0.550331,0.540368,True,False,,,,OVER,8.0,0.5802,0.50229,0.5,False,False,0.5802,0.50229,0.49771,0.5,0.5,6,14,4.62,15.35,10.73,5.5,0.3132,0.5363,-0.2231,-138.0,104.0,3.5,0.2628,0.5611,-0.2983,-152.0,114.0,AWAY +1.5 *,OVER 8.0,True,6:10 pm ET,98.9,100.0,3.37,2.88,6.25,0.4968,0.3364,0.2858,0.4902,0.4395,0.673,0.577,4.52,2.54,0.6063,0.4492,0.3132,0.2068,0.2628,0.141,0.0694,0.0313,2,4,2,4,4,8,"[{'player': 'Chase DeLauter', 'side': 'home', 'team': 'CLE', 'pos': 2, 'hit_prob': 0.786, 'hr_prob': 0.21, 'pa_season': 67, 'avg': 0.299, 'hr_season': 5}, {'player': 'José Ramírez', 'side': 'home', 'team': 'CLE', 'pos': 3, 'hit_prob': 0.739, 'hr_prob': 0.145, 'pa_season': 83, 'avg': 0.276, 'hr_season': 3}, {'player': 'Steven Kwan', 'side': 'home', 'team': 'CLE', 'pos': 1, 'hit_prob': 0.727, 'hr_prob': 0.116, 'pa_season': 80, 'avg': 0.246, 'hr_season': 1}, {'player': 'Angel Martínez', 'side': 'home', 'team': 'CLE', 'pos': 7, 'hit_prob': 0.703, 'hr_prob': 0.118, 'pa_season': 59, 'avg': 0.296, 'hr_season': 2}, {'player': 'Taylor Ward', 'side': 'away', 'team': 'BAL', 'pos': 2, 'hit_prob': 0.702, 'hr_prob': 0.102, 'pa_season': 85, 'avg': 0.267, 'hr_season': 0}, {'player': 'Daniel Schneemann', 'side': 'home', 'team': 'CLE', 'pos': 6, 'hit_prob': 0.667, 'hr_prob': 0.113, 'pa_season': 47, 'avg': 0.272, 'hr_season': 1}, {'player': 'Gunnar Henderson', 'side': 'away', 'team': 'BAL', 'pos': 1, 'hit_prob': 0.664, 'hr_prob': 0.218, 'pa_season': 86, 'avg': 0.237, 'hr_season': 6}]"
MIL @ MIA,MIA,MIL,JANSON JUNK,COLEMAN CROW,NORMAL,NORMAL,0.3294,0.3274,72.0,0.327,0.332,0.329,0.428,0.241,0.759,4.3,4.5,2,6,2,6,8.86,8.85,-112,-108,8.0,-177,,,0.528,RL +1.5 (home),0.671,0.671,0.639,-177.0,0.0321,,False,0.032,,,,0.2346,0.338189,0.611184,False,False,False,0.477,0.2075,0.5449,0.3374,0.0112,True,0.0112,True,,,,0.7654,0.661811,0.388816,False,False,False,,,-0.011,0.4933,0.507073,0.50433,True,False,,,,OVER,8.0,0.4637,0.513761,0.50433,False,False,0.4637,0.513761,0.486239,0.50433,0.49567,5,11,4.04,14.8,10.76,3.5,0.4101,0.5523,-0.1422,-158.0,118.0,,,,,,,AWAY +1.5 **,OVER 8.0,True,7:10 pm ET,96.1,95.4,2.63,2.65,5.28,0.4062,0.2454,0.3457,0.4111,0.413,0.529,0.532,3.34,4.68,0.4101,0.2593,0.1537,0.084,0.6277,0.4733,0.3377,0.2307,1,4,1,4,4,7,"[{'player': 'William Contreras', 'side': 'away', 'team': 'MIL', 'pos': 2, 'hit_prob': 0.747, 'hr_prob': 0.124, 'pa_season': 69, 'avg': 0.282, 'hr_season': 2}, {'player': 'Xavier Edwards', 'side': 'home', 'team': 'MIA', 'pos': 2, 'hit_prob': 0.738, 'hr_prob': 0.1, 'pa_season': 80, 'avg': 0.287, 'hr_season': 1}, {'player': 'Liam Hicks', 'side': 'home', 'team': 'MIA', 'pos': 4, 'hit_prob': 0.737, 'hr_prob': 0.151, 'pa_season': 62, 'avg': 0.309, 'hr_season': 4}, {'player': 'Otto Lopez', 'side': 'home', 'team': 'MIA', 'pos': 5, 'hit_prob': 0.7, 'hr_prob': 0.11, 'pa_season': 75, 'avg': 0.3, 'hr_season': 2}, {'player': 'Brice Turang', 'side': 'away', 'team': 'MIL', 'pos': 3, 'hit_prob': 0.684, 'hr_prob': 0.133, 'pa_season': 70, 'avg': 0.256, 'hr_season': 3}, {'player': 'Jake Bauers', 'side': 'away', 'team': 'MIL', 'pos': 5, 'hit_prob': 0.664, 'hr_prob': 0.165, 'pa_season': 59, 'avg': 0.266, 'hr_season': 5}, {'player': 'Sal Frelick', 'side': 'away', 'team': 'MIL', 'pos': 1, 'hit_prob': 0.652, 'hr_prob': 0.111, 'pa_season': 67, 'avg': 0.217, 'hr_season': 1}, {'player': 'Gary Sánchez', 'side': 'away', 'team': 'MIL', 'pos': 4, 'hit_prob': 0.603, 'hr_prob': 0.183, 'pa_season': 38, 'avg': 0.223, 'hr_season': 5}]"
TB @ PIT,PIT,TB,BUBBA CHANDLER,NICK MARTINEZ,NORMAL,NORMAL,0.3686,0.3091,72.0,0.331,0.344,0.336,0.418,0.258,0.742,5.1,5.6,2,7,3,8,10.73,10.06,-128,107,8.5,-199,,,0.561,ML (away),0.517,0.582,0.483,107.0,0.0344,,False,0.099,,,,0.2356,0.359464,0.636417,False,False,False,0.4856,0.4856,0.5572,0.0716,0.0209,True,0.021,True,,,,0.7644,0.640536,0.363583,False,False,False,,,-0.0261,0.5114,0.520972,0.537488,True,False,,,,OVER,8.5,0.5973,0.511462,0.510834,False,False,0.5973,0.511462,0.488538,0.510834,0.489166,7,14,4.32,14.85,10.53,4.5,0.5605,0.5008,0.0597,-120.0,-110.0,3.5,0.3433,0.5446,-0.2013,-140.0,105.0,AWAY +1.5 **,OVER 8.5,True,6:45 pm ET,97.8,105.1,2.55,3.48,6.02,0.2752,0.1556,0.2988,0.399,0.5029,0.509,0.703,5.35,2.97,0.7025,0.5605,0.4272,0.308,0.3433,0.2007,0.1108,0.0567,1,4,2,5,4,8,"[{'player': ""Ryan O'Hearn"", 'side': 'home', 'team': 'PIT', 'pos': 4, 'hit_prob': 0.779, 'hr_prob': 0.145, 'pa_season': 75, 'avg': 0.324, 'hr_season': 3}, {'player': 'Oneil Cruz', 'side': 'home', 'team': 'PIT', 'pos': 1, 'hit_prob': 0.773, 'hr_prob': 0.212, 'pa_season': 79, 'avg': 0.29, 'hr_season': 5}, {'player': 'Chandler Simpson', 'side': 'away', 'team': 'TB', 'pos': 1, 'hit_prob': 0.767, 'hr_prob': 0.125, 'pa_season': 69, 'avg': 0.301, 'hr_season': 0}, {'player': 'Bryan Reynolds', 'side': 'home', 'team': 'PIT', 'pos': 3, 'hit_prob': 0.729, 'hr_prob': 0.155, 'pa_season': 80, 'avg': 0.279, 'hr_season': 3}, {'player': 'Yandy Díaz', 'side': 'away', 'team': 'TB', 'pos': 4, 'hit_prob': 0.7, 'hr_prob': 0.16, 'pa_season': 77, 'avg': 0.291, 'hr_season': 3}, {'player': 'Brandon Lowe', 'side': 'home', 'team': 'PIT', 'pos': 2, 'hit_prob': 0.693, 'hr_prob': 0.229, 'pa_season': 72, 'avg': 0.244, 'hr_season': 7}, {'player': 'Junior Caminero', 'side': 'away', 'team': 'TB', 'pos': 2, 'hit_prob': 0.676, 'hr_prob': 0.175, 'pa_season': 77, 'avg': 0.256, 'hr_season': 3}, {'player': 'Jonathan Aranda', 'side': 'away', 'team': 'TB', 'pos': 3, 'hit_prob': 0.662, 'hr_prob': 0.169, 'pa_season': 79, 'avg': 0.259, 'hr_season': 3}, {'player': 'Nick Fortes', 'side': 'away', 'team': 'TB', 'pos': 8, 'hit_prob': 0.658, 'hr_prob': 0.115, 'pa_season': 48, 'avg': 0.304, 'hr_season': 1}, {'player': 'Nick Gonzales', 'side': 'home', 'team': 'PIT', 'pos': 6, 'hit_prob': 0.655, 'hr_prob': 0.09, 'pa_season': 57, 'avg': 0.266, 'hr_season': 0}]"
NYM @ CHC,CHC,NYM,EDWARD CABRERA,KODAI SENGA,NORMAL,GAINER,0.3041,0.3133,72.0,0.397,0.427,0.409,0.496,0.305,0.695,4.9,4.3,2,7,2,6,9.22,9.52,,,14.5,-184,,,,RL +1.5 (away),0.591,0.591,0.379,164.0,0.2121,**,False,0.212,,,-0.0959,0.5127,0.541193,0.6086,True,True,False,0.545,0.545,0.6919,0.1469,0.0158,True,0.0157,True,1.0,50.0,0.0959,0.4873,0.458807,0.3914,True,True,True,,,,0.4963,,,False,False,,,,OVER,14.5,0.1372,0.462416,0.457661,False,False,0.1372,0.462416,0.537584,0.457661,0.542339,6,12,5.25,16.22,10.96,,,,,,,,,,,,,,UNDER 14.5,True,2:20 pm ET,117.2,91.6,2.83,2.36,5.2,0.4941,0.3185,0.3524,0.4328,0.3786,0.566,0.476,4.6,6.44,0.6125,0.4589,0.3237,0.2173,0.8011,0.6862,0.5606,0.4414,2,4,1,3,4,7,"[{'player': 'Nico Hoerner', 'side': 'home', 'team': 'CHC', 'pos': 1, 'hit_prob': 0.765, 'hr_prob': 0.141, 'pa_season': 83, 'avg': 0.311, 'hr_season': 2}, {'player': 'Bo Bichette', 'side': 'away', 'team': 'NYM', 'pos': 2, 'hit_prob': 0.741, 'hr_prob': 0.104, 'pa_season': 85, 'avg': 0.282, 'hr_season': 1}, {'player': 'Francisco Alvarez', 'side': 'away', 'team': 'NYM', 'pos': 5, 'hit_prob': 0.717, 'hr_prob': 0.169, 'pa_season': 59, 'avg': 0.3, 'hr_season': 4}, {'player': 'Carson Kelly', 'side': 'home', 'team': 'CHC', 'pos': 7, 'hit_prob': 0.677, 'hr_prob': 0.109, 'pa_season': 55, 'avg': 0.322, 'hr_season': 1}, {'player': 'Francisco Lindor', 'side': 'away', 'team': 'NYM', 'pos': 3, 'hit_prob': 0.672, 'hr_prob': 0.106, 'pa_season': 87, 'avg': 0.247, 'hr_season': 1}, {'player': 'Luis Robert Jr.', 'side': 'away', 'team': 'NYM', 'pos': 4, 'hit_prob': 0.655, 'hr_prob': 0.12, 'pa_season': 70, 'avg': 0.249, 'hr_season': 2}, {'player': 'Ian Happ', 'side': 'home', 'team': 'CHC', 'pos': 4, 'hit_prob': 0.529, 'hr_prob': 0.168, 'pa_season': 75, 'avg': 0.206, 'hr_season': 4}, {'player': 'MJ Melendez', 'side': 'away', 'team': 'NYM', 'pos': 6, 'hit_prob': nan, 'hr_prob': nan, 'pa_season': 4, 'avg': 0.239, 'hr_season': 0}, {'player': 'Tyrone Taylor', 'side': 'away', 'team': 'NYM', 'pos': 9, 'hit_prob': nan, 'hr_prob': nan, 'pa_season': 23, 'avg': 0.239, 'hr_season': 0}]"
