date,game_id,home_park_id,residual
2026-03-28,2026-03-28|ATH @ TOR,TOR,-6.199999999999999
2026-03-28,2026-03-28|AZ @ LAD,LAD,3.6999999999999993
2026-03-28,2026-03-28|BOS @ CIN,CIN,-0.5999999999999996
2026-03-28,2026-03-28|CLE @ SEA,SEA,-3.2
2026-03-28,2026-03-28|COL @ MIA,MIA,4.199999999999999
2026-03-28,2026-03-28|CWS @ MIL,MIL,2.9000000000000004
2026-03-28,2026-03-28|DET @ SD,SD,7.6
2026-03-28,2026-03-28|KC @ ATL,ATL,1.4000000000000004
2026-03-28,2026-03-28|LAA @ HOU,HOU,-9.9
2026-03-28,2026-03-28|MIN @ BAL,BAL,4.1
2026-03-28,2026-03-28|NYY @ SF,SF,5.5
2026-03-28,2026-03-28|PIT @ NYM,NYM,3.5999999999999996
2026-03-28,2026-03-28|TB @ STL,STL,-1.0999999999999996
2026-03-28,2026-03-28|TEX @ PHI,PHI,0.6999999999999993
2026-03-28,2026-03-28|WSH @ CHC,CHC,-1.5
2026-03-29,2026-03-29|ATH @ TOR,TOR,5.5
2026-03-29,2026-03-29|BOS @ CIN,CIN,4.9
2026-03-29,2026-03-29|CLE @ SEA,SEA,1.0
2026-03-29,2026-03-29|COL @ MIA,MIA,3.8000000000000007
2026-03-29,2026-03-29|CWS @ MIL,MIL,-3.1999999999999993
2026-03-29,2026-03-29|KC @ ATL,ATL,4.4
2026-03-29,2026-03-29|LAA @ HOU,HOU,-5.9
2026-03-29,2026-03-29|MIN @ BAL,BAL,-4.4
2026-03-29,2026-03-29|PIT @ NYM,NYM,2.0999999999999996
2026-03-29,2026-03-29|TB @ STL,STL,-6.9
2026-03-29,2026-03-29|TEX @ PHI,PHI,-2.0999999999999996
2026-03-29,2026-03-29|WSH @ CHC,CHC,1.1999999999999993
2026-03-30,2026-03-30|ATH @ ATL,ATL,5.9
2026-03-30,2026-03-30|BOS @ HOU,HOU,1.3000000000000007
2026-03-30,2026-03-30|CLE @ LAD,LAD,3.4000000000000004
2026-03-30,2026-03-30|COL @ TOR,TOR,-9.6
2026-03-30,2026-03-30|CWS @ MIA,MIA,-2.8000000000000007
2026-03-30,2026-03-30|DET @ AZ,AZ,-3.0999999999999996
2026-03-30,2026-03-30|LAA @ CHC,CHC,0.40000000000000036
2026-03-30,2026-03-30|MIN @ KC,KC,6.0
2026-03-30,2026-03-30|NYM @ STL,STL,4.800000000000001
2026-03-30,2026-03-30|NYY @ SEA,SEA,6.699999999999999
2026-03-30,2026-03-30|PIT @ CIN,CIN,6.9
2026-03-30,2026-03-30|SF @ SD,SD,5.800000000000001
2026-03-30,2026-03-30|TB @ MIL,MIL,4.6
2026-03-30,2026-03-30|TEX @ BAL,BAL,2.9000000000000004
2026-03-30,2026-03-30|WSH @ PHI,PHI,-3.8000000000000007
2026-03-31,2026-03-31|ATH @ ATL,ATL,3.1999999999999993
2026-03-31,2026-03-31|BOS @ HOU,HOU,-1.4000000000000004
2026-03-31,2026-03-31|CLE @ LAD,LAD,4.4
2026-03-31,2026-03-31|COL @ TOR,TOR,3.3000000000000007
2026-03-31,2026-03-31|CWS @ MIA,MIA,-0.40000000000000036
2026-03-31,2026-03-31|DET @ AZ,AZ,-1.5999999999999996
2026-03-31,2026-03-31|LAA @ CHC,CHC,7.0
2026-03-31,2026-03-31|NYM @ STL,STL,6.5
2026-03-31,2026-03-31|NYY @ SEA,SEA,3.4000000000000004
2026-03-31,2026-03-31|PIT @ CIN,CIN,1.3000000000000007
2026-03-31,2026-03-31|SF @ SD,SD,-2.1999999999999993
2026-03-31,2026-03-31|TB @ MIL,MIL,1.0
2026-03-31,2026-03-31|TEX @ BAL,BAL,-4.5
2026-03-31,2026-03-31|WSH @ PHI,PHI,4.1
2026-04-01,2026-04-01|ATH @ ATL,ATL,4.0
2026-04-01,2026-04-01|BOS @ HOU,HOU,0.0
2026-04-01,2026-04-01|CLE @ LAD,LAD,4.300000000000001
