date,home_team,away_team,close_total,actual_total,temp_f,offset_uncapped,offset_capped,was_clamped,label_uncapped,label_capped,adj_uncapped,adj_capped,actual_over_vegas,uncapped_says_over,capped_says_over,only_uncapped_over
2025-04-09,WSH,LAD,12.5,11.0,48.7,1.0445714285714287,1.0445714285714287,False,blend,blend,13.544571428571428,13.544571428571428,False,True,True,False
2025-04-09,CLE,CWS,7.5,5.0,40.5,0.43200000000000005,0.43200000000000005,False,global,global,7.932,7.932,False,False,False,False
2025-04-09,PIT,STL,8.0,3.0,44.4,1.3760000000000001,1.3760000000000001,False,blend,blend,9.376,9.376,False,True,True,False
2025-04-09,KC,MIN,8.5,4.0,71.3,-0.8,-0.8,False,safety_valve,safety_valve,7.7,7.7,False,False,False,False
2025-04-09,NYM,MIA,7.0,5.0,40.5,-0.96,-0.96,False,safety_valve,safety_valve,6.04,6.04,False,False,False,False
2025-04-09,BOS,TOR,9.0,3.0,41.5,0.43200000000000005,0.43200000000000005,False,global,global,9.432,9.432,False,False,False,False
2025-04-09,CHC,TEX,7.5,8.0,40.8,1.176,1.176,False,blend,blend,8.676,8.676,True,True,True,False
2025-04-09,ATH,SD,10.0,3.0,81.4,2.136,1.5,True,blend,blend_clamped,12.136,11.5,False,True,True,False
2025-04-09,AZ,BAL,9.0,9.0,95.1,0.6493333333333333,0.6493333333333333,False,blend,blend,9.649333333333333,9.649333333333333,False,True,True,False
2025-04-09,COL,MIL,10.5,19.0,72.2,0.43200000000000005,0.43200000000000005,False,global,global,10.932,10.932,True,False,False,False
2025-04-09,SF,CIN,7.5,14.0,68.5,-0.48,-0.48,False,safety_valve,safety_valve,7.02,7.02,True,False,False,False
2025-04-09,DET,NYY,7.0,7.0,40.3,0.45600000000000007,0.45600000000000007,False,blend,blend,7.456,7.456,False,False,False,False
2025-04-10,ATL,PHI,7.5,6.0,57.8,0.332,0.332,False,global,global,7.832,7.832,False,False,False,False
