date,game,home_team,away_team,home_sp,away_sp,home_sp_xwoba,away_sp_xwoba,blended_rl,signal,home_covers_rl,bet_win,actual_total,actual_home_win,vegas_ml_home,vegas_ml_away,vegas_total,home_score,away_score,edge,vegas_implied,season
2023-03-30,CWS @ HOU,HOU,CWS,FRAMBER VALDEZ,DYLAN CEASE,0.3194,0.314,0.5428,,0,,5.0,0.0,-141.0,120.0,,2.0,3.0,-0.0422,0.5851,2023
2023-03-30,COL @ SD,SD,COL,BLAKE SNELL,GERMAN MARQUEZ,0.3005,0.3337,0.64,,0,,9.0,0.0,-222.0,179.0,,2.0,7.0,-0.0494,0.6894,2023
2023-03-30,LAA @ OAK,OAK,LAA,KYLE MULLER,SHOHEI OHTANI,0.4009,0.2999,0.2876,AWAY +1.5 *,0,1.0,3.0,1.0,175.0,-208.0,,2.0,1.0,-0.0761,0.3636,2023
2023-03-30,AZ @ LAD,LAD,AZ,JULIO URIAS,ZAC GALLEN,0.3154,0.3152,0.552,,1,,10.0,1.0,,,,8.0,2.0,,,2023
2023-03-30,CLE @ SEA,SEA,CLE,LUIS CASTILLO,SHANE BIEBER,0.3023,0.3377,0.6355,HOME -1.5 *,1,1.0,3.0,1.0,-120.0,100.0,,3.0,0.0,0.0901,0.5455,2023
2023-03-31,NYM @ MIA,MIA,NYM,JESUS LUZARDO,DAVID PETERSON,0.3075,0.3391,0.6238,HOME -1.5 **,0,0.0,3.0,1.0,-110.0,-110.0,,2.0,1.0,0.1,0.5238,2023
2023-03-31,CWS @ HOU,HOU,CWS,CRISTIAN JAVIER,LANCE LYNN,0.3255,0.336,0.5831,,1,,9.0,1.0,-154.0,135.0,,6.0,3.0,-0.0232,0.6063,2023
2023-03-31,COL @ SD,SD,COL,NICK MARTINEZ,KYLE FREELAND,0.3084,0.3644,0.6922,,0,,5.0,0.0,-200.0,170.0,,1.0,4.0,0.0255,0.6667,2023
2023-03-31,AZ @ LAD,LAD,AZ,DUSTIN MAY,MERRILL KELLY,0.2865,0.3133,0.6234,,0,,3.0,0.0,,,,1.0,2.0,,,2023
2023-04-01,CWS @ HOU,HOU,CWS,JOSE URQUIDY,LUCAS GIOLITO,0.332,0.3292,0.5499,,1,,10.0,1.0,-141.0,120.0,,6.0,4.0,-0.0352,0.5851,2023
2023-04-01,TOR @ STL,STL,TOR,JACK FLAHERTY,KEVIN GAUSMAN,0.343,0.3033,0.4445,,1,,5.0,1.0,110.0,-130.0,,4.0,1.0,-0.0317,0.4762,2023
2023-04-01,MIL @ CHC,CHC,MIL,JUSTIN STEELE,BRANDON WOODRUFF,0.2908,0.2623,0.4746,,0,,4.0,0.0,100.0,-120.0,,1.0,3.0,-0.0254,0.5,2023
2023-04-01,PHI @ TEX,TEX,PHI,NATHAN EOVALDI,ZACK WHEELER,0.3071,0.2783,0.4724,,1,,19.0,1.0,104.0,-125.0,,16.0,3.0,-0.0178,0.4902,2023
2023-04-01,ATL @ WSH,WSH,ATL,JOSIAH GRAY,SPENCER STRIDER,0.3421,0.2732,0.3395,,0,,8.0,0.0,215.0,-263.0,,1.0,7.0,0.0221,0.3175,2023
2023-04-01,SF @ NYY,NYY,SF,CLARKE SCHMIDT,ALEX COBB,0.3197,0.333,0.5735,,0,,12.0,0.0,-141.0,120.0,,5.0,7.0,-0.0116,0.5851,2023
2023-04-01,LAA @ OAK,OAK,LAA,SHINTARO FUJINAMI,PATRICK SANDOVAL,0.3342,0.3314,0.5331,HOME -1.5 **,0,0.0,14.0,0.0,145.0,-164.0,,1.0,13.0,0.125,0.4082,2023
2023-04-01,BAL @ BOS,BOS,BAL,CHRIS SALE,DEAN KREMER,0.296,0.3376,0.6367,,0,,17.0,1.0,-154.0,135.0,,9.0,8.0,0.0304,0.6063,2023
2023-04-01,PIT @ CIN,CIN,PIT,NICK LODOLO,RICH HILL,0.3369,0.3574,0.6001,,1,,8.0,1.0,-149.0,129.0,,6.0,2.0,0.0017,0.5984,2023
2023-04-01,DET @ TB,TB,DET,ZACH EFLIN,SPENCER TURNBULL,0.2706,0.3718,0.75,HOME -1.5 **,1,1.0,14.0,1.0,-179.0,160.0,,12.0,2.0,0.1084,0.6416,2023
2023-04-01,MIN @ KC,KC,MIN,JORDAN LYLES,SONNY GRAY,0.3386,0.2977,0.4323,,0,,2.0,0.0,140.0,-159.0,,0.0,2.0,0.0156,0.4167,2023
2023-04-01,NYM @ MIA,MIA,NYM,EDWARD CABRERA,TYLOR MEGILL,0.3006,0.3648,0.6944,HOME -1.5 **,0,0.0,8.0,0.0,-110.0,-110.0,,2.0,6.0,0.1706,0.5238,2023
2023-04-01,COL @ SD,SD,COL,MICHAEL WACHA,JOSE URENA,0.3189,0.3643,0.6628,,1,,12.0,1.0,-238.0,200.0,,8.0,4.0,-0.0413,0.7041,2023
2023-04-01,AZ @ LAD,LAD,AZ,CLAYTON KERSHAW,MADISON BUMGARNER,0.2985,0.4304,0.75,,1,,11.0,1.0,,,,10.0,1.0,,,2023
2023-04-01,CLE @ SEA,SEA,CLE,LOGAN GILBERT,AARON CIVALE,0.2954,0.2991,0.5562,,0,,2.0,0.0,-135.0,114.0,,0.0,2.0,-0.0183,0.5745,2023
2023-04-02,DET @ TB,TB,DET,JEFFREY SPRINGS,JOEY WENTZ,0.195,0.362,0.75,,1,,6.0,1.0,-270.0,220.0,,5.0,1.0,0.0203,0.7297,2023
2023-04-02,BAL @ BOS,BOS,BAL,TANNER HOUCK,COLE IRVIN,0.3148,0.3561,0.642,HOME -1.5 *,1,1.0,14.0,1.0,-141.0,120.0,,9.0,5.0,0.0569,0.5851,2023
2023-04-02,ATL @ WSH,WSH,ATL,MACKENZIE GORE,JARED SHUSTER,0.3472,0.3524,0.5211,HOME -1.5 **,1,1.0,5.0,1.0,154.0,-175.0,,4.0,1.0,0.1274,0.3937,2023
2023-04-02,SF @ NYY,NYY,SF,JHONY BRITO,ROSS STRIPLING,0.327,0.3565,0.6141,,1,,6.0,1.0,-135.0,114.0,,6.0,0.0,0.0397,0.5745,2023
2023-04-02,PIT @ CIN,CIN,PIT,GRAHAM ASHCRAFT,VINCE VELASQUEZ,0.3393,0.3155,0.4768,AWAY +1.5 *,1,0.0,4.0,1.0,-135.0,114.0,,3.0,1.0,-0.0976,0.5745,2023
2023-04-02,NYM @ MIA,MIA,NYM,TREVOR ROGERS,KODAI SENGA,0.3083,0.305,0.5304,,0,,6.0,0.0,104.0,-125.0,,1.0,5.0,0.0402,0.4902,2023
2023-04-02,MIN @ KC,KC,MIN,BRAD KELLER,JOE RYAN,0.3628,0.2921,0.3578,AWAY +1.5 *,0,1.0,11.0,0.0,125.0,-145.0,,4.0,7.0,-0.0867,0.4444,2023
2023-04-02,CWS @ HOU,HOU,CWS,LUIS GARCIA,MIKE CLEVINGER,0.3137,0.3128,0.5545,,0,,9.0,0.0,-149.0,129.0,,3.0,6.0,-0.0439,0.5984,2023
2023-04-02,TOR @ STL,STL,TOR,JORDAN MONTGOMERY,CHRIS BASSITT,0.3081,0.3102,0.5543,,1,,13.0,1.0,-115.0,-105.0,,9.0,4.0,0.0194,0.5349,2023
2023-04-02,MIL @ CHC,CHC,MIL,JAMESON TAILLON,ERIC LAUER,0.3327,0.4046,0.7298,HOME -1.5 **,0,0.0,14.0,0.0,-125.0,104.0,,5.0,9.0,0.1742,0.5556,2023
2023-04-02,LAA @ OAK,OAK,LAA,KEN WALDICHUK,TYLER ANDERSON,0.3318,0.3393,0.5587,HOME -1.5 **,0,0.0,6.0,0.0,129.0,-149.0,,0.0,6.0,0.122,0.4367,2023
2023-04-02,AZ @ LAD,LAD,AZ,NOAH SYNDERGAARD,ZACH DAVIES,0.381,0.3552,0.4919,,0,,3.0,0.0,,,,1.0,2.0,,,2023
2023-04-02,COL @ SD,SD,COL,SETH LUGO,AUSTIN GOMBER,0.323,0.3626,0.6512,,1,,4.0,1.0,-208.0,175.0,,3.0,1.0,-0.0241,0.6753,2023
2023-04-02,CLE @ SEA,SEA,CLE,MARCO GONZALES,CAL QUANTRILL,0.3492,0.3644,0.5854,,0,,11.0,0.0,-120.0,100.0,,5.0,6.0,0.04,0.5455,2023
2023-04-02,PHI @ TEX,TEX,PHI,MARTIN PEREZ,BAILEY FALTER,0.3363,0.339,0.5519,,0,,3.0,1.0,-130.0,110.0,,2.0,1.0,-0.0133,0.5652,2023
2023-04-03,NYM @ MIL,MIL,NYM,FREDDY PERALTA,CARLOS CARRASCO,0.2841,0.3846,0.75,HOME -1.5 **,1,1.0,10.0,1.0,-110.0,-110.0,,10.0,0.0,0.2262,0.5238,2023
2023-04-03,SF @ CWS,CWS,SF,MICHAEL KOPECH,ANTHONY DESCLAFANI,0.3628,0.3476,0.4904,AWAY +1.5 *,0,1.0,15.0,0.0,-135.0,114.0,,3.0,12.0,-0.084,0.5745,2023
2023-04-03,CHC @ CIN,CIN,CHC,CONNOR OVERTON,DREW SMYLY,0.3815,0.3132,0.3652,AWAY +1.5 **,0,1.0,13.0,1.0,-105.0,-115.0,,7.0,6.0,-0.147,0.5122,2023
2023-04-03,MIN @ MIA,MIA,MIN,JOHNNY CUETO,TYLER MAHLE,0.3461,0.2796,0.366,AWAY +1.5 **,0,1.0,12.0,0.0,104.0,-125.0,,1.0,11.0,-0.1242,0.4902,2023
2023-04-03,TB @ WSH,WSH,TB,TREVOR WILLIAMS,DREW RASMUSSEN,0.358,0.2649,0.2981,AWAY +1.5 *,0,1.0,8.0,0.0,154.0,-175.0,,2.0,6.0,-0.0956,0.3937,2023
2023-04-03,PHI @ NYY,NYY,PHI,NESTOR CORTES,TAIJUAN WALKER,0.298,0.3226,0.5994,,1,,9.0,1.0,-169.0,150.0,,8.0,1.0,-0.0288,0.6283,2023
2023-04-03,PIT @ BOS,BOS,PIT,KUTTER CRAWFORD,JOHAN OVIEDO,0.2812,0.3296,0.6615,HOME -1.5 *,0,0.0,13.0,0.0,-149.0,129.0,,6.0,7.0,0.0631,0.5984,2023
2023-04-03,TOR @ KC,KC,TOR,BRADY SINGER,JOSE BERRIOS,0.3394,0.3265,0.5036,,1,,14.0,1.0,114.0,-135.0,,9.0,5.0,0.0363,0.4673,2023
2023-04-03,ATL @ STL,STL,ATL,JAKE WOODFORD,CHARLIE MORTON,0.3924,0.3303,0.3717,AWAY +1.5 **,0,1.0,12.0,0.0,104.0,-125.0,,4.0,8.0,-0.1185,0.4902,2023
2023-04-03,BAL @ TEX,TEX,BAL,JON GRAY,KYLE BRADISH,0.3253,0.3002,0.4884,AWAY +1.5 *,0,1.0,2.0,0.0,-135.0,114.0,,0.0,2.0,-0.0861,0.5745,2023
2023-04-03,DET @ HOU,HOU,DET,HUNTER BROWN,MATTHEW BOYD,0.3178,0.3157,0.5508,AWAY +1.5 **,0,1.0,13.0,0.0,-238.0,200.0,,6.0,7.0,-0.1533,0.7041,2023
2023-04-03,CLE @ OAK,OAK,CLE,JAMES KAPRIELIAN,ZACH PLESAC,0.34,0.3586,0.5866,HOME -1.5 **,0,0.0,23.0,0.0,129.0,-149.0,,11.0,12.0,0.1499,0.4367,2023
2023-04-03,AZ @ SD,SD,AZ,RYAN WEATHERS,RYNE NELSON,0.3294,0.3489,0.5931,,0,,9.0,1.0,,,,5.0,4.0,,,2023
2023-04-03,LAA @ SEA,SEA,LAA,GEORGE KIRBY,REID DETMERS,0.3047,0.3275,0.6012,,0,,10.0,0.0,-141.0,120.0,,3.0,7.0,0.0161,0.5851,2023
2023-04-03,COL @ LAD,LAD,COL,MICHAEL GROVE,RYAN FELTNER,0.342,0.332,0.5323,AWAY +1.5 **,1,0.0,17.0,1.0,-227.0,185.0,,13.0,4.0,-0.1619,0.6942,2023
2023-04-04,AZ @ SD,SD,AZ,YU DARVISH,ZAC GALLEN,0.3018,0.3152,0.5821,,0,,14.0,0.0,,,,6.0,8.0,,,2023
2023-04-04,CHC @ CIN,CIN,CHC,LUIS CESSA,HAYDEN WESNESKI,0.4326,0.3461,0.3176,AWAY +1.5 **,0,1.0,17.0,0.0,114.0,-135.0,,5.0,12.0,-0.1497,0.4673,2023
2023-04-04,MIN @ MIA,MIA,MIN,SANDY ALCANTARA,KENTA MAEDA,0.319,0.3002,0.4853,AWAY +1.5 **,0,1.0,1.0,1.0,-149.0,129.0,,1.0,0.0,-0.1131,0.5984,2023
2023-04-04,TB @ WSH,WSH,TB,CHAD KUHL,JOSH FLEMING,0.4299,0.354,0.345,AWAY +1.5 *,0,1.0,16.0,0.0,150.0,-169.0,,6.0,10.0,-0.055,0.4,2023
2023-04-04,PHI @ NYY,NYY,PHI,DOMINGO GERMAN,MATT STRAHM,0.3196,0.2776,0.4433,AWAY +1.5 **,0,1.0,5.0,0.0,-159.0,140.0,,1.0,4.0,-0.1706,0.6139,2023
2023-04-04,PIT @ BOS,BOS,PIT,NICK PIVETTA,ROANSY CONTRERAS,0.309,0.3536,0.6519,HOME -1.5 *,0,0.0,5.0,0.0,-145.0,125.0,,1.0,4.0,0.0601,0.5918,2023
2023-04-04,TOR @ KC,KC,TOR,KRIS BUBIC,YUSEI KIKUCHI,0.3088,0.3184,0.5646,HOME -1.5 **,0,0.0,5.0,0.0,150.0,-169.0,,1.0,4.0,0.1646,0.4,2023
2023-04-04,NYM @ MIL,MIL,NYM,WADE MILEY,MAX SCHERZER,0.3192,0.2833,0.4466,,1,,9.0,1.0,129.0,-149.0,,9.0,0.0,0.0099,0.4367,2023
2023-04-04,ATL @ STL,STL,ATL,STEVEN MATZ,DYLAN DODD,0.3059,0.4236,0.75,HOME -1.5 **,0,0.0,5.0,0.0,-141.0,120.0,,1.0,4.0,0.1649,0.5851,2023
2023-04-04,BAL @ TEX,TEX,BAL,ANDREW HEANEY,KYLE GIBSON,0.3267,0.3331,0.5568,,0,,9.0,0.0,-141.0,120.0,,2.0,7.0,-0.0283,0.5851,2023
2023-04-04,DET @ HOU,HOU,DET,FRAMBER VALDEZ,MATT MANNING,0.3194,0.353,0.6269,AWAY +1.5 **,0,1.0,9.0,0.0,-303.0,240.0,,3.0,6.0,-0.1249,0.7519,2023
2023-04-04,CLE @ OAK,OAK,CLE,JP SEARS,SHANE BIEBER,0.3323,0.3377,0.5534,HOME -1.5 **,0,0.0,7.0,1.0,165.0,-185.0,,4.0,3.0,0.1761,0.3774,2023
2023-04-04,LAA @ SEA,SEA,LAA,LUIS CASTILLO,JOSE SUAREZ,0.3023,0.369,0.7109,HOME -1.5 *,1,1.0,13.0,1.0,-169.0,150.0,,11.0,2.0,0.0826,0.6283,2023
2023-04-04,COL @ LAD,LAD,COL,JULIO URIAS,GERMAN MARQUEZ,0.3154,0.3337,0.6108,AWAY +1.5 **,1,0.0,7.0,1.0,-270.0,220.0,,5.0,2.0,-0.1189,0.7297,2023
2023-04-05,TB @ WSH,WSH,TB,PATRICK CORBIN,SHANE MCCLANAHAN,0.3728,0.3124,0.385,HOME -1.5 *,0,0.0,9.0,0.0,220.0,-270.0,,2.0,7.0,0.0725,0.3125,2023
2023-04-05,PHI @ NYY,NYY,PHI,GERRIT COLE,AARON NOLA,0.2883,0.2968,0.5573,AWAY +1.5 *,1,0.0,6.0,1.0,-169.0,150.0,,4.0,2.0,-0.071,0.6283,2023
2023-04-05,MIN @ MIA,MIA,MIN,JESUS LUZARDO,PABLO LOPEZ,0.3075,0.2697,0.4456,AWAY +1.5 *,1,0.0,7.0,1.0,100.0,-120.0,,5.0,2.0,-0.0544,0.5,2023
2023-04-05,ATL @ STL,STL,ATL,MILES MIKOLAS,BRYCE ELDER,0.3552,0.3269,0.4563,AWAY +1.5 *,0,1.0,7.0,0.0,-125.0,104.0,,2.0,5.0,-0.0992,0.5556,2023
2023-04-05,PIT @ BOS,BOS,PIT,COREY KLUBER,MITCH KELLER,0.3753,0.3151,0.3901,AWAY +1.5 **,0,1.0,5.0,0.0,-149.0,129.0,,1.0,4.0,-0.2083,0.5984,2023
2023-04-05,NYM @ MIL,MIL,NYM,CORBIN BURNES,DAVID PETERSON,0.2869,0.3391,0.6632,HOME -1.5 *,0,0.0,13.0,1.0,-135.0,114.0,,7.0,6.0,0.0887,0.5745,2023
2023-04-05,BAL @ TEX,TEX,BAL,JACOB DEGROM,GRAYSON RODRIGUEZ,0.2095,0.3172,0.75,HOME -1.5 *,1,1.0,7.0,1.0,-200.0,170.0,,5.0,2.0,0.0833,0.6667,2023
2023-04-05,DET @ HOU,HOU,DET,CRISTIAN JAVIER,EDUARDO RODRIGUEZ,0.3255,0.3107,0.5193,AWAY +1.5 **,1,0.0,10.0,1.0,-263.0,215.0,,8.0,2.0,-0.2052,0.7245,2023
2023-04-05,SF @ CWS,CWS,SF,DYLAN CEASE,LOGAN WEBB,0.314,0.2956,0.4824,AWAY +1.5 *,1,0.0,10.0,1.0,-135.0,114.0,,7.0,3.0,-0.0921,0.5745,2023
2023-04-05,CLE @ OAK,OAK,CLE,KYLE MULLER,HUNTER GADDIS,0.4009,0.3075,0.3064,AWAY +1.5 **,0,1.0,10.0,0.0,110.0,-130.0,,4.0,6.0,-0.1698,0.4762,2023
2023-04-05,LAA @ SEA,SEA,LAA,CHRIS FLEXEN,SHOHEI OHTANI,0.3725,0.2999,0.3632,,0,,7.0,0.0,154.0,-175.0,,3.0,4.0,-0.0305,0.3937,2023
2023-04-05,TOR @ KC,KC,TOR,ZACK GREINKE,ALEK MANOAH,0.3445,0.3732,0.6077,HOME -1.5 **,0,0.0,3.0,0.0,167.0,-192.0,,0.0,3.0,0.2332,0.3745,2023
2023-04-06,BOS @ DET,DET,BOS,SPENCER TURNBULL,CHRIS SALE,0.3718,0.296,0.3524,AWAY +1.5 **,0,1.0,9.0,0.0,114.0,-135.0,,3.0,6.0,-0.1149,0.4673,2023
2023-04-06,TOR @ KC,KC,TOR,JORDAN LYLES,KEVIN GAUSMAN,0.3386,0.3033,0.4477,HOME -1.5 *,0,0.0,9.0,0.0,185.0,-227.0,,3.0,6.0,0.0968,0.3509,2023
2023-04-06,SF @ CWS,CWS,SF,LANCE LYNN,ALEX WOOD,0.336,0.331,0.5168,,0,,22.0,0.0,-120.0,100.0,,6.0,16.0,-0.0287,0.5455,2023
2023-04-06,WSH @ COL,COL,WSH,KYLE FREELAND,JOSIAH GRAY,0.3644,0.3421,0.4826,AWAY +1.5 **,0,1.0,1.0,1.0,-169.0,150.0,,1.0,0.0,-0.1457,0.6283,2023
2023-04-06,SD @ ATL,ATL,SD,SPENCER STRIDER,BLAKE SNELL,0.2732,0.3005,0.6329,,0,,13.0,1.0,-159.0,140.0,,7.0,6.0,0.019,0.6139,2023
2023-04-06,LAD @ AZ,AZ,LAD,MERRILL KELLY,DUSTIN MAY,0.3133,0.2865,0.4566,,0,,7.0,0.0,,,,2.0,5.0,,,2023
2023-04-07,MIA @ NYM,NYM,MIA,TYLOR MEGILL,EDWARD CABRERA,0.3648,0.3006,0.3856,AWAY +1.5 **,1,0.0,12.0,1.0,-169.0,150.0,,9.0,3.0,-0.2427,0.6283,2023
2023-04-07,TEX @ CHC,CHC,TEX,MARCUS STROMAN,NATHAN EOVALDI,0.3185,0.3071,0.5052,AWAY +1.5 *,1,0.0,2.0,1.0,-125.0,104.0,,2.0,0.0,-0.0504,0.5556,2023
2023-04-07,CIN @ PHI,PHI,CIN,ZACK WHEELER,HUNTER GREENE,0.2783,0.303,0.6097,,1,,7.0,1.0,-185.0,165.0,,5.0,2.0,-0.0394,0.6491,2023
2023-04-07,NYY @ BAL,BAL,NYY,DEAN KREMER,CLARKE SCHMIDT,0.3376,0.3197,0.4923,,0,,13.0,1.0,104.0,-125.0,,7.0,6.0,0.0021,0.4902,2023
2023-04-07,SEA @ CLE,CLE,SEA,AARON CIVALE,LOGAN GILBERT,0.2991,0.2954,0.5238,,0,,8.0,0.0,-125.0,104.0,,3.0,5.0,-0.0317,0.5556,2023
2023-04-07,HOU @ MIN,MIN,HOU,SONNY GRAY,JOSE URQUIDY,0.2977,0.332,0.6257,HOME -1.5 *,0,0.0,5.0,1.0,-125.0,104.0,,3.0,2.0,0.0701,0.5556,2023
2023-04-07,CWS @ PIT,PIT,CWS,RICH HILL,LUCAS GIOLITO,0.3574,0.3292,0.4804,,1,,22.0,1.0,110.0,-130.0,,13.0,9.0,0.0042,0.4762,2023
2023-04-07,KC @ SF,SF,KC,ALEX COBB,BRAD KELLER,0.333,0.3628,0.6148,AWAY +1.5 *,0,1.0,4.0,0.0,-222.0,179.0,,1.0,3.0,-0.0747,0.6894,2023
2023-04-07,OAK @ TB,TB,OAK,ZACH EFLIN,KEN WALDICHUK,0.2706,0.3318,0.6931,,1,,14.0,1.0,-278.0,225.0,,9.0,5.0,-0.0423,0.7354,2023
2023-04-07,SD @ ATL,ATL,SD,JARED SHUSTER,NICK MARTINEZ,0.3524,0.3084,0.4436,AWAY +1.5 *,0,1.0,9.0,0.0,-110.0,-110.0,,4.0,5.0,-0.0802,0.5238,2023
2023-04-07,STL @ MIL,MIL,STL,BRANDON WOODRUFF,JACK FLAHERTY,0.2623,0.343,0.7294,HOME -1.5 **,1,1.0,4.0,1.0,-149.0,129.0,,4.0,0.0,0.131,0.5984,2023
2023-04-07,WSH @ COL,COL,WSH,JOSE URENA,MACKENZIE GORE,0.3643,0.3472,0.4914,AWAY +1.5 *,0,1.0,15.0,0.0,-120.0,100.0,,5.0,10.0,-0.054,0.5455,2023
2023-04-07,TOR @ LAA,LAA,TOR,PATRICK SANDOVAL,CHRIS BASSITT,0.3314,0.3102,0.4864,AWAY +1.5 **,0,1.0,7.0,0.0,-145.0,125.0,,3.0,4.0,-0.1054,0.5918,2023
2023-04-07,LAD @ AZ,AZ,LAD,MADISON BUMGARNER,CLAYTON KERSHAW,0.4304,0.2985,0.25,,1,,9.0,1.0,,,,6.0,3.0,,,2023
2023-04-08,HOU @ MIN,MIN,HOU,JOE RYAN,LUIS GARCIA,0.2921,0.3137,0.594,HOME -1.5 *,1,1.0,15.0,1.0,-115.0,-105.0,,9.0,6.0,0.0592,0.5349,2023
2023-04-08,KC @ SF,SF,KC,SEAN MANAEA,BRADY SINGER,0.3133,0.3394,0.6061,,0,,11.0,0.0,-145.0,125.0,,5.0,6.0,0.0143,0.5918,2023
2023-04-08,TEX @ CHC,CHC,TEX,JUSTIN STEELE,MARTIN PEREZ,0.2908,0.3363,0.6514,HOME -1.5 *,1,1.0,13.0,1.0,-125.0,104.0,,10.0,3.0,0.0958,0.5556,2023
2023-04-08,CIN @ PHI,PHI,CIN,BAILEY FALTER,NICK LODOLO,0.339,0.3369,0.5389,AWAY +1.5 *,0,1.0,5.0,1.0,-145.0,125.0,,3.0,2.0,-0.0529,0.5918,2023
2023-04-08,BOS @ DET,DET,BOS,JOEY WENTZ,TANNER HOUCK,0.362,0.3148,0.421,,0,,19.0,0.0,125.0,-145.0,,5.0,14.0,-0.0235,0.4444,2023
2023-04-08,OAK @ TB,TB,OAK,JEFFREY SPRINGS,SHINTARO FUJINAMI,0.195,0.3342,0.75,,1,,11.0,1.0,-303.0,240.0,,11.0,0.0,-0.0019,0.7519,2023
2023-04-08,MIA @ NYM,NYM,MIA,KODAI SENGA,TREVOR ROGERS,0.305,0.3083,0.5496,AWAY +1.5 *,1,0.0,7.0,1.0,-169.0,150.0,,5.0,2.0,-0.0787,0.6283,2023
2023-04-08,SEA @ CLE,CLE,SEA,CAL QUANTRILL,MARCO GONZALES,0.3644,0.3492,0.4946,AWAY +1.5 *,0,1.0,5.0,0.0,-135.0,114.0,,2.0,3.0,-0.0799,0.5745,2023
2023-04-08,CWS @ PIT,PIT,CWS,VINCE VELASQUEZ,MIKE CLEVINGER,0.3155,0.3128,0.5447,HOME -1.5 *,0,0.0,16.0,0.0,104.0,-125.0,,5.0,11.0,0.0545,0.4902,2023
2023-04-08,NYY @ BAL,BAL,NYY,COLE IRVIN,JHONY BRITO,0.3561,0.327,0.452,,0,,5.0,0.0,110.0,-130.0,,1.0,4.0,-0.0242,0.4762,2023
2023-04-08,STL @ MIL,MIL,STL,ERIC LAUER,JORDAN MONTGOMERY,0.4046,0.3081,0.2904,AWAY +1.5 **,0,1.0,6.0,0.0,140.0,-159.0,,0.0,6.0,-0.1263,0.4167,2023
2023-04-08,SD @ ATL,ATL,SD,CHARLIE MORTON,MICHAEL WACHA,0.3303,0.3189,0.5281,AWAY +1.5 *,0,1.0,5.0,0.0,-149.0,129.0,,1.0,4.0,-0.0703,0.5984,2023
2023-04-08,LAD @ AZ,AZ,LAD,ZACH DAVIES,NOAH SYNDERGAARD,0.3552,0.381,0.5881,,1,,20.0,1.0,,,,12.0,8.0,,,2023
2023-04-08,WSH @ COL,COL,WSH,AUSTIN GOMBER,TREVOR WILLIAMS,0.3626,0.358,0.5267,AWAY +1.5 *,0,1.0,13.0,0.0,-149.0,129.0,,6.0,7.0,-0.0717,0.5984,2023
2023-04-08,TOR @ LAA,LAA,TOR,TYLER ANDERSON,JOSE BERRIOS,0.3393,0.3265,0.5074,AWAY +1.5 *,1,0.0,14.0,1.0,-130.0,110.0,,9.0,5.0,-0.0578,0.5652,2023
2023-04-09,CIN @ PHI,PHI,CIN,TAIJUAN WALKER,CONNOR OVERTON,0.3226,0.3815,0.6954,,0,,10.0,0.0,-208.0,175.0,,4.0,6.0,0.0201,0.6753,2023
