date,game,home_team,away_team,close_total,pinnacle_total,trap_type,direction,retail_total,line_diff,model_edge,description
2026-04-24,WSH@CWS,CWS,WSH,9.0,9.5,SHARP_FADE,OVER,9.0,0.5,0.005,Pinnacle (9.5) vs retail (9.0) = +0.5 run diff. Sharp money on OVER. Retail public fading sharps.
