game_pk,game_date,home_team,away_team,f1_home_scored,f1_away_scored,f1_nrfi,f1_home_runs,f1_away_runs,f5_home_runs,f5_away_runs,f5_total,f5_home_win,home_sp_id,away_sp_id,home_sp_k,away_sp_k,home_sp_ip,away_sp_ip,home_score_final,away_score_final,home_covers_rl,game_pk_bt,game,home_sp,away_sp,mc_rl,xgb_rl,blended_rl,model_total,vegas_total,home_score,away_score,actual_total,home_margin,signal,bet_win
823720,2026-04-17,MIN,CIN,0,0,1,0.0,0.0,1.0,2.0,3.0,0,682227,657746,2,6,6.0,6.1,1,2,0,823720,CIN @ MIN,JOE RYAN,BRANDON WILLIAMSON,0.529,0.412,0.482,9.4,,1,2,3,-1,,
823883,2026-04-17,MIA,MIL,0,0,1,0.0,0.0,1.0,3.0,4.0,0,689441,676083,4,3,5.0,6.0,5,7,0,823883,MIL @ MIA,JANSON JUNK,COLEMAN CROW,0.346,0.38,0.359,8.9,8.0,5,7,12,-2,AWAY +1.5 *,True
824048,2026-04-17,LAA,SD,0,0,1,0.0,0.0,8.0,0.0,8.0,1,663362,667755,4,8,5.2,6.4,8,0,1,824048,SD @ LAA,JOSE SORIANO,MATT WALDRON,0.387,0.374,0.382,8.6,,8,0,8,8,AWAY +1.5 *,False
824207,2026-04-17,HOU,STL,0,1,0,0.0,1.0,3.0,4.0,7.0,0,681517,663567,6,8,5.4,5.8,4,9,0,824207,STL @ HOU,PETER LAMBERT,KYLE LEAHY,0.454,0.361,0.417,9.5,,4,9,13,-5,,
824373,2026-04-17,COL,LAD,0,1,0,0.0,1.0,1.0,7.0,8.0,0,607192,608372,7,3,5.9,5.9,1,7,0,824373,LAD @ COL,TOMOYUKI SUGANO,TYLER GLASNOW,0.279,0.398,0.327,10.6,,1,7,8,-6,AWAY +1.5 **,True
824454,2026-04-17,CLE,BAL,0,0,1,0.0,0.0,0.0,0.0,0.0,0,605135,676440,2,5,6.5,6.2,4,6,0,824454,BAL @ CLE,TANNER BIBEE,CHRIS BASSITT,0.395,0.402,0.398,9.8,8.0,4,6,10,-2,AWAY +1.5 *,True
824693,2026-04-17,CHC,NYM,1,0,0,4.0,0.0,7.0,3.0,10.0,1,673540,665795,3,4,4.3,5.9,12,4,1,824693,NYM @ CHC,EDWARD CABRERA,KODAI SENGA,0.359,0.366,0.362,8.6,14.5,12,4,16,8,AWAY +1.5 *,False
824778,2026-04-17,BOS,DET,0,0,1,0.0,0.0,0.0,0.0,0.0,0,663554,624133,7,4,6.1,6.0,1,0,0,824778,DET @ BOS,RANGER SUAREZ,CASEY MIZE,0.323,0.374,0.343,8.7,7.5,1,0,1,1,AWAY +1.5 *,True
825019,2026-04-17,ATH,CWS,0,1,0,0.0,1.0,1.0,5.0,6.0,0,663436,650644,4,4,5.7,6.9,2,9,0,825019,CWS @ ATH,AARON CIVALE,DAVIS MARTIN,0.426,0.385,0.41,9.2,,2,9,11,-7,,
825101,2026-04-17,AZ,TOR,0,0,1,0.0,0.0,3.0,1.0,4.0,1,680755,647336,0,5,0.7,6.1,6,3,1,825101,TOR @ AZ,MICHAEL SOROKA,BRAYDON FISHER,0.288,0.397,0.332,9.4,,6,3,9,3,AWAY +1.5 **,False
