bet_count,win_rate,roi,total_pnl,staked,brier,sanity,edge_tier2,edge_tier1,odds_floor
5,0.2,-0.0836,-13.59,162.59,0.30112,0.04,0.02,0.035,-200
5,0.2,-0.0836,-13.59,162.59,0.30112,0.04,0.02,0.035,-225
5,0.2,-0.0836,-13.59,162.59,0.30112,0.04,0.015,0.04,-200
5,0.2,-0.0836,-13.59,162.59,0.30112,0.04,0.015,0.04,-225
5,0.2,-0.0836,-13.59,162.59,0.30112,0.04,0.015,0.035,-225
5,0.2,-0.0836,-13.59,162.59,0.30112,0.04,0.015,0.035,-200
5,0.2,-0.0836,-13.59,162.59,0.30112,0.04,0.015,0.035,-175
5,0.2,-0.0836,-13.59,162.59,0.30112,0.04,0.015,0.035,-150
5,0.2,-0.0836,-13.59,162.59,0.30112,0.04,0.015,0.04,-150
5,0.2,-0.0836,-13.59,162.59,0.30112,0.04,0.015,0.04,-175
5,0.2,-0.0836,-13.59,162.59,0.30112,0.04,0.015,0.04,-250
5,0.2,-0.0836,-13.59,162.59,0.30112,0.04,0.015,0.04,-300
5,0.2,-0.0836,-13.59,162.59,0.30112,0.04,0.02,0.04,-200
5,0.2,-0.0836,-13.59,162.59,0.30112,0.04,0.02,0.04,-225
5,0.2,-0.0836,-13.59,162.59,0.30112,0.04,0.02,0.04,-175
5,0.2,-0.0836,-13.59,162.59,0.30112,0.04,0.02,0.04,-150
5,0.2,-0.0836,-13.59,162.59,0.30112,0.04,0.02,0.04,-250
5,0.2,-0.0836,-13.59,162.59,0.30112,0.04,0.02,0.04,-300
5,0.2,-0.0943,-15.52,164.52,0.30112,0.04,0.015,0.03,-225
5,0.2,-0.0943,-15.52,164.52,0.30112,0.04,0.015,0.03,-200
5,0.2,-0.0943,-15.52,164.52,0.30112,0.04,0.02,0.03,-175
5,0.2,-0.0943,-15.52,164.52,0.30112,0.04,0.02,0.03,-150
5,0.2,-0.0943,-15.52,164.52,0.30112,0.04,0.02,0.03,-250
5,0.2,-0.0943,-15.52,164.52,0.30112,0.04,0.02,0.03,-300
5,0.2,-0.0943,-15.52,164.52,0.30112,0.04,0.02,0.03,-225
5,0.2,-0.0943,-15.52,164.52,0.30112,0.04,0.02,0.03,-200
5,0.2,-0.0943,-15.52,164.52,0.30112,0.04,0.015,0.03,-175
5,0.2,-0.0943,-15.52,164.52,0.30112,0.04,0.015,0.03,-150
5,0.2,-0.0943,-15.52,164.52,0.30112,0.04,0.015,0.03,-300
5,0.2,-0.0943,-15.52,164.52,0.30112,0.04,0.015,0.03,-250
5,0.2,-0.1494,-26.18,175.18,0.30112,0.04,0.02,0.025,-150
5,0.2,-0.1494,-26.18,175.18,0.30112,0.04,0.02,0.025,-175
5,0.2,-0.1494,-26.18,175.18,0.30112,0.04,0.015,0.02,-300
5,0.2,-0.1494,-26.18,175.18,0.30112,0.04,0.015,0.02,-250
5,0.2,-0.1494,-26.18,175.18,0.30112,0.04,0.015,0.025,-200
5,0.2,-0.1494,-26.18,175.18,0.30112,0.04,0.015,0.025,-225
5,0.2,-0.1494,-26.18,175.18,0.30112,0.04,0.015,0.025,-150
5,0.2,-0.1494,-26.18,175.18,0.30112,0.04,0.015,0.025,-175
5,0.2,-0.1494,-26.18,175.18,0.30112,0.04,0.02,0.025,-200
5,0.2,-0.1494,-26.18,175.18,0.30112,0.04,0.02,0.025,-225
5,0.2,-0.1494,-26.18,175.18,0.30112,0.04,0.02,0.025,-250
5,0.2,-0.1494,-26.18,175.18,0.30112,0.04,0.02,0.025,-300
5,0.2,-0.1494,-26.18,175.18,0.30112,0.04,0.015,0.025,-300
5,0.2,-0.1494,-26.18,175.18,0.30112,0.04,0.015,0.025,-250
5,0.2,-0.1494,-26.18,175.18,0.30112,0.04,0.015,0.02,-200
5,0.2,-0.1494,-26.18,175.18,0.30112,0.04,0.015,0.02,-225
5,0.2,-0.1494,-26.18,175.18,0.30112,0.04,0.015,0.02,-175
5,0.2,-0.1494,-26.18,175.18,0.30112,0.04,0.015,0.02,-150
