date,game,home_abbr,away_abbr,model,bet_type,pick_direction,model_prob,P_true,Retail_Implied_Prob,edge,retail_american_odds,tier,dollar_stake,signal_flags,result,profit_loss,graded_at
2026-04-20,Philadelphia Phillies @ Chicago Cubs,CHC,PHI,Runline,Runline -1.5,HOME,0.7588,0.6324,0.633179,0.1256,-207.0,1,50.0,,WIN,24.15,2026-04-22T13:47:45+00:00
2026-04-20,Houston Astros @ Cleveland Guardians,CLE,HOU,ML,Moneyline,HOME,0.336,0.1067,0.096834,0.2392,870.0,1,50.0,,LOSS,-50.0,2026-04-22T13:47:45+00:00
2026-04-20,Houston Astros @ Cleveland Guardians,CLE,HOU,Runline,Runline -1.5,HOME,0.5081,0.4568,0.474389,0.0337,-102.0,1,3.18,,LOSS,-3.18,2026-04-22T13:47:45+00:00
2026-04-20,Cincinnati Reds @ Tampa Bay Rays,TB,CIN,ML,Moneyline,HOME,0.767,0.3446,0.258152,0.5088,264.0,1,50.0,,LOSS,-50.0,2026-04-22T13:47:45+00:00
2026-04-20,Cincinnati Reds @ Tampa Bay Rays,TB,CIN,Runline,Runline -1.5,HOME,0.6779,0.487,0.510258,0.1676,-119.0,1,50.0,,LOSS,-50.0,2026-04-22T13:47:45+00:00
2026-04-20,Cincinnati Reds @ Tampa Bay Rays,TB,CIN,Totals,Total 8.5,OVER,0.5636,0.5022,0.493849,0.0698,-110.0,1,41.78,,LOSS,-41.78,2026-04-22T13:47:45+00:00
2026-04-20,Atlanta Braves @ Washington Nationals,WSH,ATL,Runline,Runline -1.5,HOME,0.429,0.5293,0.341688,0.0873,175.0,1,50.0,,LOSS,-50.0,2026-04-22T13:47:45+00:00
2026-04-20,Atlanta Braves @ Washington Nationals,WSH,ATL,Totals,Total 8.5,OVER,0.6177,0.4831,0.471462,0.1462,-110.0,1,50.0,,WIN,45.45,2026-04-22T13:47:45+00:00
2026-04-22,New York Yankees @ Boston Red Sox,BOS,NYY,F5,F5 Moneyline,AWAY,0.711,,0.562,0.149,-140.0,1,50.0,,,,
2026-04-22,Houston Astros @ Cleveland Guardians,CLE,HOU,F5,F5 Moneyline,HOME,0.697,,0.5491,0.1479,-135.0,1,50.0,,,,
2026-04-22,Houston Astros @ Cleveland Guardians,CLE,HOU,ML,Moneyline,AWAY,0.506,0.4317,0.4394,0.0666,120.0,1,47.0,,,,
2026-04-22,San Diego Padres @ Colorado Rockies,COL,SD,F5,F5 Moneyline,HOME,0.601,,0.4663,0.1347,106.0,1,50.0,,,,
2026-04-22,Milwaukee Brewers @ Detroit Tigers,DET,MIL,F5,F5 Moneyline,HOME,0.635,,0.5491,0.0859,-135.0,1,50.0,,,,
2026-04-22,Milwaukee Brewers @ Detroit Tigers,DET,MIL,Totals,Total 7.5,UNDER,0.5109,0.5115,0.4758,0.0351,102.0,1,16.0,,,,
2026-04-22,Baltimore Orioles @ Kansas City Royals,KC,BAL,F5,F5 Moneyline,HOME,0.659,,0.5537,0.1053,-138.0,1,50.0,,,,
2026-04-22,Toronto Blue Jays @ Los Angeles Angels,LAA,TOR,ML,Moneyline,HOME,0.627,0.5831,0.5882,0.0388,-155.0,1,24.0,,,,
2026-04-22,St. Louis Cardinals @ Miami Marlins,MIA,STL,F5,F5 Moneyline,HOME,0.619,,0.5361,0.0829,-125.0,1,50.0,,,,
2026-04-22,St. Louis Cardinals @ Miami Marlins,MIA,STL,Totals,Total 8.5,OVER,0.5806,0.5191,0.5077,0.0729,-112.0,1,50.0,,,,
2026-04-22,Minnesota Twins @ New York Mets,NYM,MIN,F5,F5 Moneyline,HOME,0.661,,0.5811,0.0799,-152.0,1,50.0,,,,
2026-04-22,Minnesota Twins @ New York Mets,NYM,MIN,ML,Moneyline,AWAY,0.481,0.4102,0.41,0.071,135.0,1,48.0,,,,
2026-04-22,Los Angeles Dodgers @ San Francisco Giants,SF,LAD,F5,F5 Moneyline,HOME,0.503,,0.3578,0.1452,165.0,1,50.0,,,,
2026-04-22,Cincinnati Reds @ Tampa Bay Rays,TB,CIN,Totals,Total 8.5,OVER,0.5477,0.5046,0.5022,0.0455,-110.0,1,25.0,,,,
2026-04-22,Pittsburgh Pirates @ Texas Rangers,TEX,PIT,F5,F5 Moneyline,AWAY,0.614,,0.512,0.102,-115.0,1,50.0,,,,
2026-04-22,Pittsburgh Pirates @ Texas Rangers,TEX,PIT,ML,Moneyline,HOME,0.588,0.4976,0.493,0.095,-102.0,1,50.0,,,,
2026-04-22,Atlanta Braves @ Washington Nationals,WSH,ATL,F5,F5 Moneyline,HOME,0.625,,0.462,0.163,106.0,1,50.0,,,,
2026-04-22,Atlanta Braves @ Washington Nationals,WSH,ATL,ML,Moneyline,AWAY,0.644,0.5683,0.5665,0.0775,-140.0,1,50.0,,,,
2026-04-23,Atlanta Braves @ Washington Nationals,WSH,ATL,F5,F5 Moneyline,HOME,0.756,,0.4721,0.2839,105.0,1,50.0,,,,
2026-04-23,Philadelphia Phillies @ Chicago Cubs,CHC,PHI,F5,F5 Moneyline,HOME,0.536,,0.4433,0.0927,114.0,1,50.0,,,,
2026-04-23,San Diego Padres @ Colorado Rockies,COL,SD,F5,F5 Moneyline,HOME,0.627,,0.4556,0.1714,108.0,1,50.0,,,,
2026-04-23,Los Angeles Dodgers @ San Francisco Giants,SF,LAD,F5,F5 Moneyline,HOME,0.557,,0.4266,0.1304,124.0,1,50.0,,,,
2026-04-23,New York Yankees @ Boston Red Sox,BOS,NYY,Totals,Total 8.5,UNDER,0.5752,0.5,0.5022,0.073,-110.0,1,50.0,,,,
2026-04-23,New York Yankees @ Boston Red Sox,BOS,NYY,F5,F5 Moneyline,AWAY,0.687,,0.5643,0.1227,-140.0,1,50.0,,,,
2026-04-23,Minnesota Twins @ New York Mets,NYM,MIN,F5,F5 Moneyline,HOME,0.512,,0.4615,0.0505,110.0,1,34.0,,,,
2026-04-23,Pittsburgh Pirates @ Texas Rangers,TEX,PIT,F5,F5 Moneyline,AWAY,0.442,,0.3885,0.0535,150.0,1,35.0,,,,
