date,game,model,bet_type,pick_direction,model_prob,P_true,Retail_Implied_Prob,edge,retail_american_odds,sanity_check_pass,odds_floor_pass,tier,dollar_stake,actionable,home_bullpen_xfip,away_bullpen_xfip,bullpen_xfip_diff,signal_flags,projected_total_adj,k_lambda,k_edge_runs,sim_mean_k,prob_poisson,prob_mc,pitch_limit,failure_rate,edge_to_failure_ratio,steam_bias_applied,market_delta_k,steam_flag,steam_juice_lean,steam_sharp_book
2026-04-25,Minnesota Twins @ Tampa Bay Rays,NRFI,NRFI,NRFI,0.473,0.5045,0.5104,-0.0374,-118.0,True,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Minnesota Twins @ Tampa Bay Rays,NRFI,YRFI,YRFI,0.527,0.4955,0.4896,0.0374,-108.0,True,True,1.0,8.0,True,,,,,,,,,,,,,,,,,,
2026-04-25,New York Yankees @ Houston Astros,ML,Moneyline,HOME,0.445,0.4263,0.4225,0.0225,129.0,True,True,2.0,4.0,True,,,,,,,,,,,,,,,,,,
2026-04-25,New York Yankees @ Houston Astros,ML,Moneyline,AWAY,0.555,0.5737,0.5775,-0.0225,-148.0,True,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,New York Yankees @ Houston Astros,Totals,Total 9.0,OVER,0.495,0.5193,0.5169,-0.0219,-115.0,True,True,,,False,4.2,4.52,-0.3199999999999994,,8.983,,,,,,,,,,,,,
2026-04-25,New York Yankees @ Houston Astros,Totals,Total 9.0,UNDER,0.505,0.4807,0.4831,0.0219,100.0,True,True,2.0,3.0,True,4.2,4.52,-0.3199999999999994,,8.983,,,,,,,,,,,,,
2026-04-25,New York Yankees @ Houston Astros,Runline,Runline -1.5,HOME -1.5,0.4461,,,,,False,False,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,New York Yankees @ Houston Astros,Runline,Runline -1.5,AWAY +1.5,0.5539,,,,,False,False,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,New York Yankees @ Houston Astros,F5,F5 Moneyline,HOME,0.66,,0.4275,0.2325,122.0,True,True,1.0,50.0,True,,,,,,,,,,,,,,,,,,
2026-04-25,New York Yankees @ Houston Astros,F5,F5 Moneyline,AWAY,0.34,,0.5725,-0.2325,-152.0,True,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,New York Yankees @ Houston Astros,NRFI,NRFI,NRFI,0.719,0.4978,0.4735,0.2455,-102.0,False,True,1.0,,False,,,,,,,,,,,,,,,,,,
2026-04-25,New York Yankees @ Houston Astros,NRFI,YRFI,YRFI,0.281,0.5022,0.5265,-0.2455,-128.0,False,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Los Angeles Angels @ Kansas City Royals,ML,Moneyline,HOME,0.576,0.5898,0.5876,-0.0116,-154.0,True,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Los Angeles Angels @ Kansas City Royals,ML,Moneyline,AWAY,0.424,0.4102,0.4124,0.0116,135.0,True,True,2.0,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Los Angeles Angels @ Kansas City Royals,Totals,Total 8.5,OVER,0.4581,0.5216,0.512,-0.0539,-115.0,True,True,,,False,4.24,4.279999999999999,-0.0399999999999991,,8.552,,,,,,,,,,,,,
2026-04-25,Los Angeles Angels @ Kansas City Royals,Totals,Total 8.5,UNDER,0.5419,0.4784,0.488,0.0539,-104.0,True,True,1.0,33.0,True,4.24,4.279999999999999,-0.0399999999999991,,8.552,,,,,,,,,,,,,
2026-04-25,Los Angeles Angels @ Kansas City Royals,Runline,Runline -1.5,HOME -1.5,0.655,0.4116,0.4037,0.2513,140.0,False,True,1.0,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Los Angeles Angels @ Kansas City Royals,Runline,Runline -1.5,AWAY +1.5,0.345,0.5884,0.5963,-0.2513,-160.0,False,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Los Angeles Angels @ Kansas City Royals,F5,F5 Moneyline,HOME,0.634,,0.5881,0.0459,-160.0,True,True,1.0,24.0,True,,,,,,,,,,,,,,,,,,
2026-04-25,Los Angeles Angels @ Kansas City Royals,F5,F5 Moneyline,AWAY,0.366,,0.4119,-0.0459,132.0,True,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Los Angeles Angels @ Kansas City Royals,NRFI,NRFI,NRFI,0.847,0.5089,0.5157,0.3313,-120.0,False,True,1.0,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Los Angeles Angels @ Kansas City Royals,NRFI,YRFI,YRFI,0.153,0.4911,0.4843,-0.3313,-105.0,False,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Pittsburgh Pirates @ Milwaukee Brewers,ML,Moneyline,HOME,0.495,0.5619,0.5579,-0.0629,-136.0,True,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Pittsburgh Pirates @ Milwaukee Brewers,ML,Moneyline,AWAY,0.505,0.4381,0.4421,0.0629,119.0,True,True,1.0,45.0,True,,,,,,,,,,,,,,,,,,
2026-04-25,Pittsburgh Pirates @ Milwaukee Brewers,Totals,Total 8.0,OVER,0.2748,0.5,0.5,-0.2252,-110.0,False,True,,,False,4.4,4.64,-0.2399999999999993,,5.99,,,,,,,,,,,,,
2026-04-25,Pittsburgh Pirates @ Milwaukee Brewers,Totals,Total 8.0,UNDER,0.7252,0.5,0.5,0.2252,-110.0,False,True,1.0,,False,4.4,4.64,-0.2399999999999993,,5.99,,,,,,,,,,,,,
2026-04-25,Pittsburgh Pirates @ Milwaukee Brewers,Runline,Runline -1.5,HOME -1.5,0.6348,0.379,0.369,0.2658,165.0,False,True,1.0,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Pittsburgh Pirates @ Milwaukee Brewers,Runline,Runline -1.5,AWAY +1.5,0.3652,0.621,0.631,-0.2658,-182.0,False,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Pittsburgh Pirates @ Milwaukee Brewers,F5,F5 Moneyline,HOME,0.653,,0.57,0.083,-145.0,True,True,1.0,50.0,True,,,,,,,,,,,,,,,,,,
2026-04-25,Pittsburgh Pirates @ Milwaukee Brewers,F5,F5 Moneyline,AWAY,0.347,,0.43,-0.083,124.0,True,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Pittsburgh Pirates @ Milwaukee Brewers,NRFI,NRFI,NRFI,0.835,0.5233,0.5157,0.3193,-120.0,False,True,1.0,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Pittsburgh Pirates @ Milwaukee Brewers,NRFI,YRFI,YRFI,0.165,0.4767,0.4843,-0.3193,-105.0,False,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Philadelphia Phillies @ Atlanta Braves,ML,Moneyline,HOME,0.48,0.5351,0.5393,-0.0593,-126.0,True,True,,,False,,,,BULLPEN_ML_ADJ,,,,,,,,,,,,,,
2026-04-25,Philadelphia Phillies @ Atlanta Braves,ML,Moneyline,AWAY,0.52,0.4649,0.4607,0.0593,110.0,True,True,1.0,42.0,True,,,,BULLPEN_ML_ADJ,,,,,,,,,,,,,,
2026-04-25,Philadelphia Phillies @ Atlanta Braves,Totals,Total 8.5,OVER,0.384,0.5193,0.5144,-0.1304,-115.0,False,True,,,False,3.84,4.6,-0.7599999999999998,,7.616,,,,,,,,,,,,,
2026-04-25,Philadelphia Phillies @ Atlanta Braves,Totals,Total 8.5,UNDER,0.616,0.4807,0.4856,0.1304,-102.0,False,True,1.0,,False,3.84,4.6,-0.7599999999999998,,7.616,,,,,,,,,,,,,
2026-04-25,Philadelphia Phillies @ Atlanta Braves,Runline,Runline -1.5,HOME -1.5,0.4781,0.3663,0.3638,0.1143,165.0,False,True,1.0,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Philadelphia Phillies @ Atlanta Braves,Runline,Runline -1.5,AWAY +1.5,0.5219,0.6337,0.6362,-0.1143,-194.0,False,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Philadelphia Phillies @ Atlanta Braves,F5,F5 Moneyline,HOME,0.572,,0.5198,0.0522,-118.0,True,True,1.0,33.0,True,,,,,,,,,,,,,,,,,,
2026-04-25,Philadelphia Phillies @ Atlanta Braves,F5,F5 Moneyline,AWAY,0.428,,0.4802,-0.0522,100.0,True,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Philadelphia Phillies @ Atlanta Braves,NRFI,NRFI,NRFI,0.749,0.4911,0.4843,0.2647,-105.0,False,True,1.0,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Philadelphia Phillies @ Atlanta Braves,NRFI,YRFI,YRFI,0.251,0.5089,0.5157,-0.2647,-120.0,False,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Chicago Cubs @ Los Angeles Dodgers,ML,Moneyline,HOME,0.588,0.5664,0.5697,0.0183,-143.0,True,True,2.0,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Chicago Cubs @ Los Angeles Dodgers,ML,Moneyline,AWAY,0.412,0.4336,0.4303,-0.0183,125.0,True,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Chicago Cubs @ Los Angeles Dodgers,Totals,Total 9.5,OVER,0.2684,0.4862,0.4831,-0.2147,100.0,False,True,,,False,4.32,3.96,0.3600000000000003,,6.212,,,,,,,,,,,,,
2026-04-25,Chicago Cubs @ Los Angeles Dodgers,Totals,Total 9.5,UNDER,0.7316,0.5138,0.5169,0.2147,-115.0,False,True,1.0,,False,4.32,3.96,0.3600000000000003,,6.212,,,,,,,,,,,,,
2026-04-25,Chicago Cubs @ Los Angeles Dodgers,Runline,Runline -1.5,HOME -1.5,0.7365,0.4029,0.4015,0.335,140.0,False,True,1.0,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Chicago Cubs @ Los Angeles Dodgers,Runline,Runline -1.5,AWAY +1.5,0.2635,0.5971,0.5985,-0.335,-164.0,False,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Chicago Cubs @ Los Angeles Dodgers,F5,F5 Moneyline,HOME,0.629,,0.5526,0.0764,-135.0,True,True,1.0,50.0,True,,,,,,,,,,,,,,,,,,
2026-04-25,Chicago Cubs @ Los Angeles Dodgers,F5,F5 Moneyline,AWAY,0.371,,0.4474,-0.0764,115.0,True,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Chicago Cubs @ Los Angeles Dodgers,NRFI,NRFI,NRFI,0.682,0.4581,0.4285,0.2535,120.0,False,True,1.0,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Chicago Cubs @ Los Angeles Dodgers,NRFI,YRFI,YRFI,0.318,0.5419,0.5715,-0.2535,-154.0,False,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Detroit Tigers @ Cincinnati Reds,ML,Moneyline,HOME,0.54,0.4929,0.5,0.04,-108.0,True,True,1.0,22.0,True,,,,,,,,,,,,,,,,,,
2026-04-25,Detroit Tigers @ Cincinnati Reds,ML,Moneyline,AWAY,0.46,0.5071,0.5,-0.04,-108.0,True,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Detroit Tigers @ Cincinnati Reds,Totals,Total 9.5,OVER,0.4299,0.4862,0.4802,-0.0503,100.0,True,True,,,False,4.04,4.16,-0.1200000000000001,,8.137,,,,,,,,,,,,,
2026-04-25,Detroit Tigers @ Cincinnati Reds,Totals,Total 9.5,UNDER,0.5701,0.5138,0.5198,0.0503,-118.0,True,True,1.0,31.0,True,4.04,4.16,-0.1200000000000001,,8.137,,,,,,,,,,,,,
2026-04-25,Detroit Tigers @ Cincinnati Reds,Runline,Runline -1.5,HOME -1.5,0.5875,,,,,False,False,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Detroit Tigers @ Cincinnati Reds,Runline,Runline -1.5,AWAY +1.5,0.4125,,,,,False,False,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Detroit Tigers @ Cincinnati Reds,F5,F5 Moneyline,HOME,0.709,,0.488,0.221,-104.0,True,True,1.0,50.0,True,,,,,,,,,,,,,,,,,,
2026-04-25,Detroit Tigers @ Cincinnati Reds,F5,F5 Moneyline,AWAY,0.291,,0.512,-0.221,-115.0,True,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Detroit Tigers @ Cincinnati Reds,NRFI,NRFI,NRFI,0.707,0.5089,0.4843,0.2227,-105.0,False,True,1.0,,False,,,,,,,,,,,,,,,,,,
2026-04-25,Detroit Tigers @ Cincinnati Reds,NRFI,YRFI,YRFI,0.293,0.4911,0.5157,-0.2227,-120.0,False,True,,,False,,,,,,,,,,,,,,,,,,
2026-04-25,SEA @ STL,PROP_K,K 4.5 Matthew Liberatore,OVER,0.1782,,0.463,-0.2848,116.0,False,True,,,False,,,,WEATHER_K_ADJ,,3.28,,2.984,0.2337,0.1782,105.0,0.0302,-9.4292,False,0.0,0.0,0.0,
2026-04-25,SEA @ STL,PROP_K,K 5.5 Bryan Woo,OVER,0.0794,,0.495,-0.4156,102.0,False,True,,,False,,,,WEATHER_K_ADJ,,4.498,,3.103,0.2967,0.0794,92.0,0.0408,-10.1875,False,0.0,0.0,0.0,
2026-04-25,CLE @ TOR,PROP_K,K 5.5 Kevin Gausman,OVER,0.8124,,0.5327,0.2797,-114.0,True,True,1.0,,True,,,,WEATHER_K_ADJ,,6.898,,7.496,0.686,0.8124,97.0,0.018,15.5383,False,0.0,0.0,0.0,
2026-04-25,MIA @ SF,PROP_K,K 5.5 Robbie Ray,OVER,0.097,,0.5951,-0.4981,-147.0,False,True,,,False,,,,,,5.932,,3.152,0.5434,0.097,109.0,0.038,-13.109,False,0.0,0.0,0.0,
2026-04-25,MIA @ SF,PROP_K,K 4.5 Eury Pérez,OVER,0.3108,,0.4545,-0.1437,120.0,False,True,,,False,,,,,,5.586,,3.738,0.6557,0.3108,95.0,0.0324,-4.4366,False,0.0,0.0,0.0,
2026-04-25,MIN @ TB,PROP_K,K 3.5 Bailey Ober,OVER,0.6226,,0.431,0.1916,132.0,True,True,1.0,,True,,,,,,4.964,,4.173,0.7299,0.6226,102.0,0.029,6.6057,False,0.0,0.0,0.0,
2026-04-25,SD @ AZ,PROP_K,K 3.5 Zac Gallen,OVER,0.1922,,0.4444,-0.2522,125.0,False,True,,,False,,,,,,2.987,,2.256,0.3499,0.1922,95.0,0.0406,-6.2129,False,0.0,0.0,0.0,
2026-04-25,ATH @ TEX,PROP_K,K 6.5 MacKenzie Gore,OVER,0.8004,,0.5614,0.239,-128.0,True,True,1.0,,True,,,,,,7.241,,8.261,0.5855,0.8004,94.0,0.0062,23.8996,False,0.0,0.0,0.0,
2026-04-25,ATH @ TEX,PROP_K,K 4.5 Jeffrey Springs,OVER,0.6542,,0.4167,0.2375,140.0,True,True,1.0,,True,,,,,,4.97,,5.325,0.5543,0.6542,93.0,0.0244,9.735,False,0.0,0.0,0.0,
2026-04-25,NYY @ HOU,PROP_K,K 5.5 Ryan Weathers,OVER,0.4064,,0.4566,-0.0502,119.0,False,True,,,False,,,,,,6.888,,5.103,0.6848,0.4064,101.0,0.02,-2.5111,False,0.0,0.0,0.0,
2026-04-25,PIT @ MIL,PROP_K,K 7.5 Jacob Misiorowski,OVER,0.2342,,0.4902,-0.256,104.0,False,True,,,False,,,,WEATHER_K_ADJ,,8.879,,6.005,0.6618,0.2342,101.0,0.0138,-18.5504,False,0.0,0.0,0.0,
2026-04-25,PIT @ MIL,PROP_K,K 4.5 Mitch Keller,OVER,0.4158,,0.5146,-0.0988,-106.0,False,True,,,False,,,,WEATHER_K_ADJ,,3.63,,4.192,0.2994,0.4158,90.0,0.0186,-5.3098,False,0.0,0.0,0.0,
2026-04-25,PHI @ ATL,PROP_K,K 4.5 Bryce Elder,OVER,0.5202,,0.5169,0.0033,-107.0,False,True,,,False,,,,,,5.197,,4.662,0.5934,0.5202,98.0,0.038,0.0866,False,0.0,0.0,0.0,
