game_date,home_team,away_team,home_sp_xwoba_against,away_sp_xwoba_against,mc_expected_runs,total_runs,mc_f5_home_win_pct,mc_f5_away_win_pct,mc_f5_tie_pct,mc_f5_expected_total,mc_f5_home_cover_pct,actual_f5_total
2023-04-10,BAL,ATH,0.36700072502946557,0.3429110672268908,10.343500137329102,6.0,0.3944,0.4605,0.145,6.058000087738037,0.5395,
2023-04-10,ATL,CIN,0.37422401298701297,0.2910490305719921,10.388667106628418,9.0,0.3038,0.5567,0.1395,5.90500020980835,0.4433,
2023-04-10,CLE,NYY,0.25828355305955764,0.39424444444444445,9.99233341217041,5.0,0.6446,0.2168,0.1387,5.585999965667725,0.7832,
2023-04-10,TB,BOS,,0.418403723227442,10.70930004119873,1.0,0.5742,0.2915,0.1343,6.38100004196167,0.7085,
2023-04-10,MIN,CWS,0.21264909706074658,0.27249516336852114,7.627533435821533,7.0,0.5356,0.2644,0.2,3.503999948501587,0.7356,
2023-04-10,SF,LAD,0.2641566553034217,0.23137552772626896,7.179333209991455,10.0,0.3233,0.465,0.2117,3.430000066757202,0.535,
2023-04-10,NYM,SD,0.3686168056451749,0.3348867619047619,10.408699989318848,5.0,0.3752,0.4771,0.1478,6.010000228881836,0.5229,
2023-04-11,AZ,MIL,0.4159280976052352,0.36006158879098643,12.077567100524902,8.0,0.3584,0.5159,0.1257,7.340000152587891,0.4841,
2023-04-11,CHC,SEA,0.37729726869806096,0.36265710786594496,11.254500389099121,23.0,0.4091,0.4571,0.1338,6.671999931335449,0.5429,
2023-04-11,LAA,WSH,0.24905027215277326,0.3022114817641262,8.481266975402832,2.0,0.5038,0.3104,0.1858,4.190999984741211,0.6896,
2023-04-11,TEX,KC,0.23196306323138632,0.3819339922892164,9.479166984558105,13.0,0.6754,0.1852,0.1394,5.09499979019165,0.8148,
2023-04-11,MIN,CWS,0.2414365656656364,0.4402723844089122,10.656266212463379,7.0,0.736,0.1521,0.1119,6.085000038146973,0.8479,
2023-04-11,BAL,ATH,0.32229515,0.323159700528017,9.347633361816406,20.0,0.4205,0.4187,0.1608,5.265999794006348,0.5813,
2023-04-11,COL,STL,0.25250259054611807,0.39919561617921456,13.282999992370605,15.0,0.6889,0.203,0.1081,7.2729997634887695,0.797,
2023-04-11,ATL,CIN,,0.4387563376436782,11.943900108337402,13.0,0.6071,0.2715,0.1214,7.056000232696533,0.7285,
