date,game,home_team,away_team,home_sp,away_sp,home_sp_xwoba,away_sp_xwoba,blended_rl,signal,home_covers_rl,bet_win,actual_total,actual_home_win,vegas_ml_home,vegas_ml_away,vegas_total,home_score,away_score,edge,vegas_implied,season
2024-05-16,ATH @ HOU,HOU,ATH,CRISTIAN JAVIER,JOEY ESTES,0.3287,0.3279,0.5463,,1.0,,9.0,1.0,,,,8.0,1.0,,,2024
2024-05-16,PIT @ CHC,CHC,PIT,JUSTIN STEELE,JARED JONES,0.2649,0.3122,0.6655,HOME -1.5 **,0.0,0.0,9.0,0.0,-125.0,104.0,,4.0,5.0,0.11,0.5556,2024
2024-05-16,TB @ BOS,BOS,TB,COOPER CRISWELL,ZACK LITTELL,0.3242,0.3261,0.5529,,0.0,,12.0,0.0,-110.0,-110.0,,5.0,7.0,0.0291,0.5238,2024
2024-05-17,TB @ TOR,TOR,TB,CHRIS BASSITT,TYLER ALEXANDER,0.3303,0.335,0.5545,AWAY +1.5 *,0.0,1.0,7.0,0.0,-164.0,140.0,,3.0,4.0,-0.0667,0.6212,2024
2024-05-17,LAA @ TEX,TEX,LAA,ANDREW HEANEY,TYLER ANDERSON,0.328,0.3258,0.5352,AWAY +1.5 **,0.0,1.0,12.0,0.0,-189.0,160.0,,3.0,9.0,-0.1188,0.654,2024
2024-05-17,BOS @ STL,STL,BOS,KYLE GIBSON,BRAYAN BELLO,0.3403,0.3305,0.5173,,1.0,,16.0,1.0,-115.0,-105.0,,10.0,6.0,-0.0176,0.5349,2024
2024-05-17,COL @ SF,SF,COL,MASON BLACK,RYAN FELTNER,0.371,0.3259,0.4317,AWAY +1.5 **,1.0,0.0,15.0,1.0,-141.0,120.0,,10.0,5.0,-0.1533,0.5851,2024
2024-05-17,WSH @ PHI,PHI,WSH,ZACK WHEELER,JAKE IRVIN,0.2625,0.3234,0.6991,,1.0,,6.0,1.0,-238.0,195.0,,4.0,2.0,-0.005,0.7041,2024
2024-05-17,CWS @ NYY,NYY,CWS,NESTOR CORTES,MIKE CLEVINGER,0.2979,0.3952,0.75,,1.0,,6.0,1.0,-294.0,235.0,,4.0,2.0,0.0038,0.7462,2024
2024-05-17,NYM @ MIA,MIA,NYM,JESUS LUZARDO,CHRISTIAN SCOTT,0.3306,0.3207,0.5002,,1.0,,8.0,1.0,104.0,-125.0,,8.0,0.0,0.01,0.4902,2024
2024-05-17,CIN @ LAD,LAD,CIN,JAMES PAXTON,FRANKIE MONTAS,0.3386,0.3362,0.5516,AWAY +1.5 **,1.0,0.0,10.0,1.0,-189.0,160.0,,7.0,3.0,-0.1024,0.654,2024
2024-05-17,ATH @ KC,KC,ATH,COLE RAGANS,MITCH SPENCE,0.2797,0.3182,0.6444,,1.0,,8.0,1.0,,,,6.0,2.0,,,2024
2024-05-17,MIL @ HOU,HOU,MIL,HUNTER BROWN,FREDDY PERALTA,0.2862,0.3062,0.5947,HOME -1.5 *,0.0,0.0,9.0,1.0,-110.0,-110.0,,5.0,4.0,0.0709,0.5238,2024
2024-05-17,MIN @ CLE,CLE,MIN,TRISTON MCKENZIE,SIMEON WOODS RICHARDSON,0.3599,0.3152,0.4172,AWAY +1.5 **,0.0,1.0,5.0,1.0,-130.0,110.0,,3.0,2.0,-0.148,0.5652,2024
2024-05-17,PIT @ CHC,CHC,PIT,KYLE HENDRICKS,PAUL SKENES,0.3385,0.2499,0.3243,AWAY +1.5 **,0.0,1.0,12.0,0.0,-105.0,-115.0,,3.0,9.0,-0.1879,0.5122,2024
2024-05-17,SEA @ BAL,BAL,SEA,JOHN MEANS,BRYCE MILLER,0.333,0.3012,0.4708,AWAY +1.5 *,1.0,0.0,11.0,1.0,-130.0,110.0,,9.0,2.0,-0.0944,0.5652,2024
2024-05-17,SD @ ATL,ATL,SD,MAX FRIED,MATT WALDRON,0.3041,0.3164,0.573,AWAY +1.5 **,0.0,1.0,4.0,0.0,-222.0,179.0,,1.0,3.0,-0.1164,0.6894,2024
2024-05-17,DET @ AZ,AZ,DET,RYNE NELSON,TARIK SKUBAL,0.3163,0.2573,0.4046,,0.0,,13.0,0.0,,,,0.0,13.0,,,2024
2024-05-18,TB @ TOR,TOR,TB,KEVIN GAUSMAN,ZACH EFLIN,0.3365,0.3032,0.4655,AWAY +1.5 **,0.0,1.0,9.0,0.0,-149.0,125.0,,4.0,5.0,-0.1328,0.5984,2024
2024-05-18,LAA @ TEX,TEX,LAA,JOSE URENA,PATRICK SANDOVAL,0.3269,0.3248,0.538,,0.0,,5.0,1.0,-130.0,110.0,,3.0,2.0,-0.0272,0.5652,2024
2024-05-18,BOS @ STL,STL,BOS,MILES MIKOLAS,KUTTER CRAWFORD,0.3338,0.3073,0.4754,,1.0,,9.0,1.0,100.0,-120.0,,7.0,2.0,-0.0246,0.5,2024
2024-05-18,COL @ SF,SF,COL,KYLE HARRISON,TY BLACH,0.3407,0.4022,0.7046,HOME -1.5 *,1.0,1.0,18.0,1.0,-169.0,145.0,,14.0,4.0,0.0763,0.6283,2024
2024-05-18,WSH @ PHI,PHI,WSH,CRISTOPHER SANCHEZ,MACKENZIE GORE,0.2979,0.3173,0.6049,,0.0,,7.0,1.0,-169.0,145.0,,4.0,3.0,-0.0234,0.6283,2024
2024-05-18,CWS @ NYY,NYY,CWS,LUIS GIL,BRAD KELLER,0.304,0.3372,0.6528,AWAY +1.5 *,1.0,0.0,7.0,1.0,-303.0,240.0,,6.0,1.0,-0.0991,0.7519,2024
2024-05-18,NYM @ MIA,MIA,NYM,BRAXTON GARRETT,LUIS SEVERINO,0.3274,0.3069,0.4736,,0.0,,19.0,1.0,104.0,-125.0,,10.0,9.0,-0.0166,0.4902,2024
2024-05-18,CIN @ LAD,LAD,CIN,WALKER BUEHLER,GRAHAM ASHCRAFT,0.3362,0.3495,0.5891,AWAY +1.5 *,1.0,0.0,4.0,1.0,-200.0,165.0,,4.0,0.0,-0.0776,0.6667,2024
2024-05-18,ATH @ KC,KC,ATH,SETH LUGO,ROSS STRIPLING,0.3043,0.3395,0.6353,,1.0,,8.0,1.0,,,,5.0,3.0,,,2024
2024-05-18,MIL @ HOU,HOU,MIL,JUSTIN VERLANDER,BRYSE WILSON,0.3036,0.3546,0.6723,,0.0,,6.0,0.0,-179.0,150.0,,2.0,4.0,0.0307,0.6416,2024
2024-05-18,MIN @ CLE,CLE,MIN,LOGAN ALLEN,BAILEY OBER,0.3688,0.2841,0.3207,AWAY +1.5 **,1.0,0.0,15.0,1.0,104.0,-125.0,,11.0,4.0,-0.1695,0.4902,2024
2024-05-18,PIT @ CHC,CHC,PIT,SHOTA IMANAGA,BAILEY FALTER,0.2885,0.3402,0.6709,,0.0,,1.0,1.0,-204.0,170.0,,1.0,0.0,-0.0002,0.6711,2024
2024-05-18,SEA @ BAL,BAL,SEA,GRAYSON RODRIGUEZ,LUIS CASTILLO,0.3031,0.3133,0.5736,,0.0,,7.0,0.0,-135.0,114.0,,3.0,4.0,-0.0008,0.5745,2024
2024-05-18,DET @ AZ,AZ,DET,ZAC GALLEN,JACK FLAHERTY,0.3108,0.2958,0.5143,,0.0,,11.0,0.0,,,,3.0,8.0,,,2024
2024-05-19,TB @ TOR,TOR,TB,ALEK MANOAH,AARON CIVALE,0.3154,0.3146,0.547,,1.0,,7.0,1.0,-115.0,-105.0,,5.0,2.0,0.0121,0.5349,2024
2024-05-19,LAA @ TEX,TEX,LAA,MICHAEL LORENZEN,JOSE SORIANO,0.3323,0.3192,0.509,AWAY +1.5 **,0.0,1.0,5.0,0.0,-159.0,135.0,,1.0,4.0,-0.1049,0.6139,2024
2024-05-19,BOS @ STL,STL,BOS,MATTHEW LIBERATORE,NICK PIVETTA,0.3195,0.2916,0.4743,,0.0,,14.0,0.0,110.0,-130.0,,3.0,11.0,-0.0019,0.4762,2024
2024-05-19,COL @ SF,SF,COL,JORDAN HICKS,DAKOTA HUDSON,0.3382,0.3737,0.6333,AWAY +1.5 *,1.0,0.0,5.0,1.0,-222.0,179.0,,4.0,1.0,-0.0561,0.6894,2024
2024-05-19,WSH @ PHI,PHI,WSH,AARON NOLA,TREVOR WILLIAMS,0.3042,0.2838,0.4959,AWAY +1.5 **,1.0,0.0,16.0,1.0,-233.0,190.0,,11.0,5.0,-0.2038,0.6997,2024
2024-05-19,CWS @ NYY,NYY,CWS,CARLOS RODON,CHRIS FLEXEN,0.316,0.3393,0.6314,AWAY +1.5 **,1.0,0.0,9.0,1.0,-303.0,245.0,,7.0,2.0,-0.1205,0.7519,2024
2024-05-19,NYM @ MIA,MIA,NYM,SIXTO SANCHEZ,SEAN MANAEA,0.3483,0.3041,0.4109,,0.0,,10.0,0.0,120.0,-141.0,,3.0,7.0,-0.0437,0.4545,2024
2024-05-19,CIN @ LAD,LAD,CIN,LANDON KNACK,HUNTER GREENE,0.313,0.2755,0.4622,AWAY +1.5 **,0.0,1.0,5.0,1.0,-169.0,145.0,,3.0,2.0,-0.1661,0.6283,2024
2024-05-19,ATH @ KC,KC,ATH,BRADY SINGER,JP SEARS,0.3359,0.3277,0.5158,,1.0,,12.0,1.0,,,,8.0,4.0,,,2024
2024-05-19,MIL @ HOU,HOU,MIL,SPENCER ARRIGHETTI,COLIN REA,0.3142,0.3423,0.6151,,1.0,,13.0,1.0,,,,9.0,4.0,,,2024
2024-05-19,MIN @ CLE,CLE,MIN,TANNER BIBEE,CHRIS PADDACK,0.3035,0.3423,0.6261,HOME -1.5 *,1.0,1.0,7.0,1.0,-115.0,-105.0,,5.0,2.0,0.0912,0.5349,2024
2024-05-19,PIT @ CHC,CHC,PIT,JAMESON TAILLON,MITCH KELLER,0.3144,0.3216,0.5636,,0.0,,5.0,0.0,-125.0,104.0,,2.0,3.0,0.008,0.5556,2024
2024-05-19,SEA @ BAL,BAL,SEA,CORBIN BURNES,GEORGE KIRBY,0.2873,0.2897,0.5541,,1.0,,9.0,1.0,-149.0,125.0,,6.0,3.0,-0.0443,0.5984,2024
2024-05-19,SD @ ATL,ATL,SD,BRYCE ELDER,YU DARVISH,0.3425,0.2978,0.4205,AWAY +1.5 **,0.0,1.0,10.0,0.0,-120.0,100.0,,1.0,9.0,-0.125,0.5455,2024
2024-05-19,DET @ AZ,AZ,DET,JORDAN MONTGOMERY,MATT MANNING,0.3502,0.3333,0.5138,,1.0,,10.0,1.0,,,,6.0,4.0,,,2024
2024-05-20,MIN @ WSH,WSH,MIN,MITCHELL PARKER,PABLO LOPEZ,0.3257,0.302,0.4772,,1.0,,15.0,1.0,129.0,-154.0,,12.0,3.0,0.0405,0.4367,2024
2024-05-20,CWS @ TOR,TOR,CWS,JOSE BERRIOS,ERICK FEDDE,0.3362,0.3089,0.4846,AWAY +1.5 **,1.0,0.0,12.0,1.0,-204.0,170.0,,9.0,3.0,-0.1864,0.6711,2024
2024-05-20,BOS @ TB,TB,BOS,TAJ BRADLEY,TANNER HOUCK,0.3176,0.3181,0.533,,0.0,,5.0,0.0,-125.0,104.0,,0.0,5.0,-0.0226,0.5556,2024
2024-05-20,BAL @ STL,STL,BAL,SONNY GRAY,DEAN KREMER,0.2998,0.3308,0.6112,HOME -1.5 *,1.0,1.0,9.0,1.0,-120.0,100.0,,6.0,3.0,0.0657,0.5455,2024
2024-05-20,SEA @ NYY,NYY,SEA,MARCUS STROMAN,LOGAN GILBERT,0.3425,0.2763,0.392,AWAY +1.5 **,0.0,1.0,9.0,0.0,-149.0,125.0,,4.0,5.0,-0.2064,0.5984,2024
2024-05-20,MIL @ MIA,MIA,MIL,RYAN WEATHERS,JOE ROSS,0.3177,0.3125,0.5286,HOME -1.5 *,0.0,0.0,5.0,1.0,125.0,-149.0,,3.0,2.0,0.0841,0.4444,2024
2024-05-20,AZ @ LAD,LAD,AZ,YOSHINOBU YAMAMOTO,JOE MANTIPLY,0.2919,0.2841,0.5263,,1.0,,10.0,1.0,,,,6.0,4.0,,,2024
2024-05-20,DET @ KC,KC,DET,MICHAEL WACHA,REESE OLSON,0.3141,0.2989,0.5097,,1.0,,11.0,1.0,-115.0,-105.0,,8.0,3.0,-0.0252,0.5349,2024
2024-05-20,LAA @ HOU,HOU,LAA,FRAMBER VALDEZ,REID DETMERS,0.2933,0.3152,0.5993,AWAY +1.5 *,0.0,1.0,16.0,0.0,-222.0,179.0,,7.0,9.0,-0.0902,0.6894,2024
2024-05-20,NYM @ CLE,CLE,NYM,BEN LIVELY,TYLOR MEGILL,0.3144,0.318,0.5362,,1.0,,4.0,1.0,-125.0,104.0,,3.0,1.0,-0.0194,0.5556,2024
2024-05-20,SD @ ATL,ATL,SD,REYNALDO LOPEZ,DYLAN CEASE,0.3105,0.2863,0.4719,AWAY +1.5 **,0.0,1.0,11.0,0.0,-238.0,195.0,,5.0,6.0,-0.2322,0.7041,2024
2024-05-20,SD @ ATL,ATL,SD,CHRIS SALE,RANDY VASQUEZ,0.2634,0.3709,0.75,,1.0,,3.0,1.0,-238.0,195.0,,3.0,0.0,0.0459,0.7041,2024
2024-05-21,MIN @ WSH,WSH,MIN,PATRICK CORBIN,JOE RYAN,0.3595,0.2684,0.3087,AWAY +1.5 *,0.0,1.0,10.0,0.0,154.0,-185.0,,0.0,10.0,-0.085,0.3937,2024
2024-05-21,CWS @ TOR,TOR,CWS,YUSEI KIKUCHI,GARRETT CROCHET,0.3014,0.2665,0.463,AWAY +1.5 **,0.0,1.0,5.0,0.0,-200.0,165.0,,0.0,5.0,-0.2037,0.6667,2024
2024-05-21,BOS @ TB,TB,BOS,ZACK LITTELL,COOPER CRISWELL,0.3261,0.3242,0.5271,AWAY +1.5 *,0.0,1.0,7.0,0.0,-141.0,120.0,,2.0,5.0,-0.058,0.5851,2024
2024-05-21,BAL @ STL,STL,BAL,LANCE LYNN,KYLE BRADISH,0.3417,0.2591,0.327,,1.0,,4.0,1.0,,,,3.0,1.0,,,2024
2024-05-21,BAL @ STL,STL,BAL,LANCE LYNN,KYLE BRADISH,0.3417,0.2591,0.327,,1.0,,4.0,1.0,,,,3.0,1.0,,,2024
2024-05-21,SF @ PIT,PIT,SF,MARTIN PEREZ,LOGAN WEBB,0.3592,0.3256,0.4508,,0.0,,13.0,1.0,114.0,-135.0,,7.0,6.0,-0.0165,0.4673,2024
2024-05-21,TEX @ PHI,PHI,TEX,RANGER SUAREZ,JON GRAY,0.2999,0.3323,0.625,,1.0,,7.0,1.0,-169.0,145.0,,5.0,2.0,-0.0032,0.6283,2024
2024-05-21,COL @ ATH,ATH,COL,AARON BROOKS,CAL QUANTRILL,0.391,0.3548,0.4533,,0.0,,9.0,1.0,,,,5.0,4.0,,,2024
2024-05-21,SEA @ NYY,NYY,SEA,CLARKE SCHMIDT,BRYAN WOO,0.304,0.2626,0.4542,AWAY +1.5 **,0.0,1.0,9.0,0.0,-164.0,140.0,,3.0,6.0,-0.1671,0.6212,2024
2024-05-21,MIL @ MIA,MIA,MIL,TREVOR ROGERS,ROBERT GASSER,0.3488,0.2705,0.3353,AWAY +1.5 **,0.0,1.0,12.0,0.0,114.0,-135.0,,5.0,7.0,-0.132,0.4673,2024
2024-05-21,AZ @ LAD,LAD,AZ,GAVIN STONE,BRANDON PFAADT,0.3119,0.3031,0.52,,0.0,,10.0,0.0,,,,3.0,7.0,,,2024
2024-05-21,DET @ KC,KC,DET,ALEC MARSH,CASEY MIZE,0.3432,0.3381,0.5351,,1.0,,13.0,1.0,-115.0,-105.0,,10.0,3.0,0.0002,0.5349,2024
2024-05-21,LAA @ HOU,HOU,LAA,CRISTIAN JAVIER,GRIFFIN CANNING,0.3287,0.3384,0.5745,AWAY +1.5 *,0.0,1.0,11.0,1.0,-200.0,165.0,,6.0,5.0,-0.0922,0.6667,2024
2024-05-21,NYM @ CLE,CLE,NYM,XZAVION CURRY,ADRIAN HOUSER,0.3463,0.3523,0.5423,,0.0,,13.0,1.0,-120.0,100.0,,7.0,6.0,-0.0032,0.5455,2024
2024-05-21,SD @ CIN,CIN,SD,ANDREW ABBOTT,JOE MUSGROVE,0.3118,0.324,0.5633,HOME -1.5 *,1.0,1.0,2.0,1.0,100.0,-120.0,,2.0,0.0,0.0633,0.5,2024
2024-05-21,ATL @ CHC,CHC,ATL,JAVIER ASSAD,CHARLIE MORTON,0.3438,0.3313,0.5079,,0.0,,7.0,1.0,104.0,-125.0,,4.0,3.0,0.0177,0.4902,2024
2024-05-22,MIN @ WSH,WSH,MIN,JAKE IRVIN,SIMEON WOODS RICHARDSON,0.3234,0.3152,0.5126,,0.0,,5.0,0.0,110.0,-130.0,,2.0,3.0,0.0364,0.4762,2024
2024-05-22,CWS @ TOR,TOR,CWS,CHRIS BASSITT,NICK NASTRINI,0.3303,0.3818,0.6816,,1.0,,11.0,1.0,-238.0,195.0,,9.0,2.0,-0.0226,0.7041,2024
2024-05-22,BOS @ TB,TB,BOS,RYAN PEPIOT,BRAYAN BELLO,0.2979,0.3305,0.6133,,0.0,,13.0,0.0,-141.0,120.0,,5.0,8.0,0.0282,0.5851,2024
2024-05-22,BAL @ STL,STL,BAL,KYLE GIBSON,JOHN MEANS,0.3403,0.333,0.5072,,0.0,,9.0,1.0,110.0,-130.0,,5.0,4.0,0.031,0.4762,2024
2024-05-22,SF @ PIT,PIT,SF,JARED JONES,BLAKE SNELL,0.3122,0.2525,0.3887,AWAY +1.5 **,0.0,1.0,14.0,0.0,-125.0,104.0,,5.0,9.0,-0.1669,0.5556,2024
2024-05-22,TEX @ PHI,PHI,TEX,TAIJUAN WALKER,DANE DUNNING,0.3975,0.3489,0.4238,AWAY +1.5 **,1.0,0.0,15.0,1.0,-115.0,-105.0,,11.0,4.0,-0.1111,0.5349,2024
2024-05-22,COL @ ATH,ATH,COL,MITCH SPENCE,AUSTIN GOMBER,0.3182,0.3504,0.6232,,0.0,,7.0,0.0,,,,3.0,4.0,,,2024
2024-05-22,SEA @ NYY,NYY,SEA,NESTOR CORTES,BRYCE MILLER,0.2979,0.3012,0.5682,,1.0,,10.0,1.0,-159.0,135.0,,7.0,3.0,-0.0457,0.6139,2024
2024-05-22,MIL @ MIA,MIA,MIL,JESUS LUZARDO,FREDDY PERALTA,0.3306,0.3062,0.4808,,0.0,,1.0,1.0,110.0,-130.0,,1.0,0.0,0.0046,0.4762,2024
2024-05-22,AZ @ LAD,LAD,AZ,TYLER GLASNOW,BRANDON HUGHES,0.2573,0.4514,0.75,,0.0,,6.0,0.0,,,,0.0,6.0,,,2024
2024-05-22,DET @ KC,KC,DET,COLE RAGANS,TARIK SKUBAL,0.2797,0.2573,0.485,,1.0,,11.0,1.0,100.0,-120.0,,8.0,3.0,-0.015,0.5,2024
2024-05-22,LAA @ HOU,HOU,LAA,HUNTER BROWN,TYLER ANDERSON,0.2862,0.3258,0.6457,,0.0,,3.0,0.0,-200.0,165.0,,1.0,2.0,-0.021,0.6667,2024
2024-05-22,NYM @ CLE,CLE,NYM,TRISTON MCKENZIE,JOSE QUINTANA,0.3599,0.3302,0.4591,AWAY +1.5 *,1.0,0.0,9.0,1.0,-110.0,-110.0,,6.0,3.0,-0.0647,0.5238,2024
2024-05-22,ATL @ CHC,CHC,ATL,JUSTIN STEELE,MAX FRIED,0.2649,0.3041,0.6264,HOME -1.5 **,0.0,0.0,11.0,0.0,110.0,-130.0,,2.0,9.0,0.1503,0.4762,2024
2024-05-23,SF @ PIT,PIT,SF,PAUL SKENES,ERIK MILLER,0.2499,0.2797,0.6125,,0.0,,13.0,0.0,-185.0,154.0,,6.0,7.0,-0.0366,0.6491,2024
2024-05-23,TEX @ PHI,PHI,TEX,ZACK WHEELER,ANDREW HEANEY,0.2625,0.328,0.7174,,1.0,,7.0,1.0,-204.0,170.0,,5.0,2.0,0.0463,0.6711,2024
2024-05-23,COL @ ATH,ATH,COL,JOEY ESTES,RYAN FELTNER,0.3279,0.3259,0.5389,,0.0,,19.0,1.0,,,,10.0,9.0,,,2024
2024-05-23,SEA @ NYY,NYY,SEA,LUIS GIL,LUIS CASTILLO,0.304,0.3133,0.581,,1.0,,5.0,1.0,-154.0,129.0,,5.0,0.0,-0.0253,0.6063,2024
2024-05-23,TOR @ DET,DET,TOR,JACK FLAHERTY,KEVIN GAUSMAN,0.2958,0.3365,0.6379,HOME -1.5 **,0.0,0.0,10.0,0.0,-115.0,-105.0,,1.0,9.0,0.1031,0.5349,2024
2024-05-23,SD @ CIN,CIN,SD,FRANKIE MONTAS,MATT WALDRON,0.3362,0.3164,0.4733,AWAY +1.5 *,0.0,1.0,10.0,0.0,-110.0,-110.0,,4.0,6.0,-0.0505,0.5238,2024
2024-05-23,BAL @ CWS,CWS,BAL,MIKE CLEVINGER,GRAYSON RODRIGUEZ,0.3952,0.3031,0.2896,AWAY +1.5 *,0.0,1.0,14.0,0.0,190.0,-233.0,,6.0,8.0,-0.0552,0.3448,2024
2024-05-24,SEA @ WSH,WSH,SEA,MACKENZIE GORE,GEORGE KIRBY,0.3173,0.2897,0.469,,1.0,,7.0,1.0,104.0,-125.0,,6.0,1.0,-0.0212,0.4902,2024
2024-05-24,KC @ TB,TB,KC,SHAWN ARMSTRONG,SETH LUGO,0.3495,0.3043,0.4141,AWAY +1.5 *,0.0,1.0,9.0,0.0,104.0,-125.0,,1.0,8.0,-0.0761,0.4902,2024
2024-05-24,NYY @ SD,SD,NYY,YU DARVISH,CARLOS RODON,0.2978,0.316,0.5697,HOME -1.5 *,0.0,0.0,8.0,0.0,100.0,-120.0,,0.0,8.0,0.0697,0.5,2024
2024-05-24,ATL @ PIT,PIT,ATL,BAILEY FALTER,RAY KERR,0.3402,0.3462,0.5418,HOME -1.5 **,1.0,1.0,16.0,1.0,150.0,-179.0,,11.0,5.0,0.1418,0.4,2024
2024-05-24,HOU @ ATH,ATH,HOU,ROSS STRIPLING,JUSTIN VERLANDER,0.3395,0.3036,0.4419,,0.0,,9.0,0.0,,,,3.0,6.0,,,2024
2024-05-24,SF @ NYM,NYM,SF,CHRISTIAN SCOTT,KYLE HARRISON,0.3207,0.3407,0.6033,,0.0,,15.0,0.0,-149.0,125.0,,7.0,8.0,0.0049,0.5984,2024
2024-05-24,TEX @ MIN,MIN,TEX,BAILEY OBER,JOSE URENA,0.2841,0.3269,0.6524,,0.0,,5.0,1.0,-159.0,135.0,,3.0,2.0,0.0385,0.6139,2024
2024-05-24,CLE @ LAA,LAA,CLE,PATRICK SANDOVAL,LOGAN ALLEN,0.3248,0.3688,0.6497,HOME -1.5 **,0.0,0.0,14.0,0.0,100.0,-120.0,,4.0,10.0,0.1497,0.5,2024
2024-05-24,TOR @ DET,DET,TOR,KENTA MAEDA,ALEK MANOAH,0.3255,0.3154,0.5107,,1.0,,8.0,1.0,100.0,-120.0,,6.0,2.0,0.0107,0.5,2024
2024-05-24,PHI @ COL,COL,PHI,TY BLACH,CRISTOPHER SANCHEZ,0.4022,0.2979,0.2602,AWAY +1.5 **,0.0,1.0,5.0,1.0,175.0,-208.0,,3.0,2.0,-0.1034,0.3636,2024
2024-05-24,LAD @ CIN,CIN,LAD,GRAHAM ASHCRAFT,JAMES PAXTON,0.3495,0.3386,0.4952,HOME -1.5 *,1.0,1.0,15.0,1.0,135.0,-159.0,,9.0,6.0,0.0697,0.4255,2024
2024-05-24,BAL @ CWS,CWS,BAL,CHRIS FLEXEN,CORBIN BURNES,0.3393,0.2873,0.3898,HOME -1.5 *,0.0,0.0,10.0,0.0,204.0,-250.0,,4.0,6.0,0.0608,0.3289,2024
2024-05-24,MIL @ BOS,BOS,MIL,KUTTER CRAWFORD,JARED KOENIG,0.3073,0.2977,0.5126,AWAY +1.5 *,0.0,1.0,9.0,0.0,-135.0,114.0,,2.0,7.0,-0.0618,0.5745,2024
2024-05-24,MIA @ AZ,AZ,MIA,ZAC GALLEN,BRAXTON GARRETT,0.3108,0.3274,0.5942,,0.0,,3.0,0.0,,,,0.0,3.0,,,2024
2024-05-25,SEA @ WSH,WSH,SEA,TREVOR WILLIAMS,LOGAN GILBERT,0.2838,0.2763,0.5172,HOME -1.5 **,1.0,1.0,4.0,1.0,140.0,-164.0,,3.0,1.0,0.1005,0.4167,2024
2024-05-25,KC @ TB,TB,KC,AARON CIVALE,BRADY SINGER,0.3146,0.3359,0.5804,HOME -1.5 *,0.0,0.0,11.0,0.0,-110.0,-110.0,,4.0,7.0,0.0566,0.5238,2024
2024-05-25,CHC @ STL,STL,CHC,MILES MIKOLAS,JAMESON TAILLON,0.3338,0.3144,0.4901,,0.0,,13.0,1.0,,,,7.0,6.0,,,2024
2024-05-25,NYY @ SD,SD,NYY,DYLAN CEASE,MARCUS STROMAN,0.2863,0.3425,0.6748,HOME -1.5 **,0.0,0.0,5.0,0.0,-125.0,104.0,,1.0,4.0,0.1192,0.5556,2024
2024-05-25,ATL @ PIT,PIT,ATL,MITCH KELLER,REYNALDO LOPEZ,0.3216,0.3105,0.5057,HOME -1.5 *,1.0,1.0,5.0,1.0,129.0,-154.0,,4.0,1.0,0.069,0.4367,2024
2024-05-25,HOU @ ATH,ATH,HOU,JP SEARS,SPENCER ARRIGHETTI,0.3277,0.3142,0.5013,,1.0,,4.0,1.0,,,,3.0,1.0,,,2024
2024-05-25,SF @ NYM,NYM,SF,LUIS SEVERINO,JORDAN HICKS,0.3069,0.3382,0.6249,,0.0,,9.0,0.0,-149.0,125.0,,2.0,7.0,0.0265,0.5984,2024
2024-05-25,TEX @ MIN,MIN,TEX,CHRIS PADDACK,MICHAEL LORENZEN,0.3423,0.3323,0.5204,AWAY +1.5 *,1.0,0.0,8.0,1.0,-149.0,125.0,,5.0,3.0,-0.0779,0.5984,2024
2024-05-25,CLE @ LAA,LAA,CLE,JOSE SORIANO,TANNER BIBEE,0.3192,0.3035,0.5045,HOME -1.5 *,0.0,0.0,7.0,0.0,125.0,-149.0,,3.0,4.0,0.06,0.4444,2024
2024-05-25,TOR @ DET,DET,TOR,REESE OLSON,JOSE BERRIOS,0.2989,0.3362,0.6295,HOME -1.5 *,0.0,0.0,3.0,1.0,-115.0,-105.0,,2.0,1.0,0.0946,0.5349,2024
2024-05-25,PHI @ COL,COL,PHI,DAKOTA HUDSON,AARON NOLA,0.3737,0.3042,0.3571,,0.0,,12.0,0.0,195.0,-238.0,,4.0,8.0,0.0181,0.339,2024
2024-05-25,LAD @ CIN,CIN,LAD,HUNTER GREENE,WALKER BUEHLER,0.2755,0.3362,0.6758,HOME -1.5 **,1.0,1.0,4.0,1.0,125.0,-149.0,,3.0,1.0,0.2314,0.4444,2024
2024-05-25,BAL @ CWS,CWS,BAL,ERICK FEDDE,ALBERT SUAREZ,0.3089,0.3159,0.5373,HOME -1.5 **,0.0,0.0,8.0,0.0,145.0,-169.0,,3.0,5.0,0.1291,0.4082,2024
2024-05-25,MIL @ BOS,BOS,MIL,NICK PIVETTA,JARED KOENIG,0.2916,0.2977,0.5518,AWAY +1.5 *,0.0,1.0,9.0,0.0,-154.0,129.0,,3.0,6.0,-0.0545,0.6063,2024
2024-05-25,MIA @ AZ,AZ,MIA,JORDAN MONTGOMERY,SIXTO SANCHEZ,0.3502,0.3483,0.5579,,0.0,,5.0,1.0,,,,3.0,2.0,,,2024
2024-05-26,SEA @ WSH,WSH,SEA,PATRICK CORBIN,BRYAN WOO,0.3595,0.2626,0.2958,AWAY +1.5 **,0.0,1.0,14.0,0.0,150.0,-179.0,,5.0,9.0,-0.1042,0.4,2024
2024-05-26,KC @ TB,TB,KC,TAJ BRADLEY,MICHAEL WACHA,0.3176,0.3141,0.5185,,1.0,,5.0,1.0,-125.0,104.0,,4.0,1.0,-0.0371,0.5556,2024
2024-05-26,CHC @ STL,STL,CHC,SONNY GRAY,JAVIER ASSAD,0.2998,0.3438,0.6487,HOME -1.5 *,0.0,0.0,7.0,1.0,-149.0,125.0,,4.0,3.0,0.0503,0.5984,2024
